Date,Yield to Maturity
06/03/2020,0.5101
09/03/2020,0.4085
10/03/2020,0.5461
11/03/2020,0.5215
12/03/2020,0.4711
13/03/2020,0.5082
16/03/2020,0.3738
17/03/2020,0.4985
18/03/2020,0.5397
19/03/2020,0.4587
20/03/2020,0.3254
23/03/2020,0.3203
24/03/2020,0.3815
25/03/2020,0.3397
26/03/2020,0.2986
27/03/2020,0.2477
30/03/2020,0.23
31/03/2020,0.2534
01/04/2020,0.2434
02/04/2020,0.2275
03/04/2020,0.2269
06/04/2020,0.2682
07/04/2020,0.268
08/04/2020,0.256
09/04/2020,0.2314
09/04/2020,0.2314
13/04/2020,0.2492
14/04/2020,0.221
15/04/2020,0.2009
16/04/2020,0.2106
17/04/2020,0.2019
20/04/2020,0.2057
21/04/2020,0.2014
22/04/2020,0.2153
23/04/2020,0.2211
24/04/2020,0.2225
27/04/2020,0.2243
28/04/2020,0.2151
29/04/2020,0.2053
30/04/2020,0.2014
01/05/2020,0.1978
04/05/2020,0.1841
05/05/2020,0.1901
06/05/2020,0.1803
07/05/2020,0.1388
08/05/2020,0.1608
11/05/2020,0.1768
12/05/2020,0.1668
13/05/2020,0.1649
14/05/2020,0.149
15/05/2020,0.1511
18/05/2020,0.1813
19/05/2020,0.1672
20/05/2020,0.1693
21/05/2020,0.1673
22/05/2020,0.1696
22/05/2020,0.1696
26/05/2020,0.1737
27/05/2020,0.1838
28/05/2020,0.174
29/05/2020,0.1642
01/06/2020,0.1603
02/06/2020,0.1663
03/06/2020,0.1919
04/06/2020,0.1979
05/06/2020,0.2101
08/06/2020,0.2301
09/06/2020,0.2044
10/06/2020,0.1727
11/06/2020,0.2006
12/06/2020,0.1949
15/06/2020,0.193
16/06/2020,0.1971
17/06/2020,0.1952
18/06/2020,0.1953
19/06/2020,0.1896
22/06/2020,0.1957
23/06/2020,0.1898
24/06/2020,0.1876
25/06/2020,0.1876
26/06/2020,0.168
29/06/2020,0.1524
30/06/2020,0.1544
01/07/2020,0.1642
02/07/2020,0.1546
02/07/2020,0.1546
06/07/2020,0.1586
07/07/2020,0.1606
08/07/2020,0.1626
09/07/2020,0.1528
10/07/2020,0.1569
13/07/2020,0.1549
14/07/2020,0.159
15/07/2020,0.157
16/07/2020,0.147
17/07/2020,0.1431
20/07/2020,0.1492
21/07/2020,0.1432
22/07/2020,0.1533
23/07/2020,0.1533
24/07/2020,0.1494
27/07/2020,0.1535
28/07/2020,0.1426
29/07/2020,0.1328
30/07/2020,0.1211
31/07/2020,0.1093
03/08/2020,0.1132
04/08/2020,0.1092
05/08/2020,0.1191
06/08/2020,0.1171
07/08/2020,0.129
10/08/2020,0.1309
11/08/2020,0.1529
12/08/2020,0.1609
13/08/2020,0.1649
14/08/2020,0.147
17/08/2020,0.1531
18/08/2020,0.1451
19/08/2020,0.1451
20/08/2020,0.1431
21/08/2020,0.1473
24/08/2020,0.1554
25/08/2020,0.1534
26/08/2020,0.1524
27/08/2020,0.1602
28/08/2020,0.1328
31/08/2020,0.1328
01/09/2020,0.1328
02/09/2020,0.1348
03/09/2020,0.127
04/09/2020,0.1468
04/09/2020,0.1468
08/09/2020,0.1429
09/09/2020,0.1468
10/09/2020,0.1389
11/09/2020,0.129
14/09/2020,0.137
15/09/2020,0.141
16/09/2020,0.139
17/09/2020,0.139
18/09/2020,0.1411
21/09/2020,0.1391
22/09/2020,0.1371
23/09/2020,0.1406
24/09/2020,0.1367
25/09/2020,0.1309
28/09/2020,0.1289
29/09/2020,0.127
30/09/2020,0.1309
01/10/2020,0.1289
02/10/2020,0.1329
05/10/2020,0.1487
06/10/2020,0.1467
07/10/2020,0.1527
08/10/2020,0.1488
09/10/2020,0.1569
09/10/2020,0.1569
13/10/2020,0.1409
14/10/2020,0.141
15/10/2020,0.143
16/10/2020,0.1471
19/10/2020,0.1471
20/10/2020,0.1472
21/10/2020,0.1492
22/10/2020,0.1553
23/10/2020,0.1554
26/10/2020,0.1514
27/10/2020,0.1494
28/10/2020,0.1505
29/10/2020,0.1525
30/10/2020,0.1564
02/11/2020,0.1584
03/11/2020,0.1702
04/11/2020,0.1487
05/11/2020,0.1487
06/11/2020,0.1547
09/11/2020,0.1746
10/11/2020,0.1847
10/11/2020,0.1847
12/11/2020,0.1768
13/11/2020,0.1811
16/11/2020,0.1791
17/11/2020,0.1752
18/11/2020,0.1753
19/11/2020,0.1672
20/11/2020,0.1614
23/11/2020,0.1634
24/11/2020,0.1641
25/11/2020,0.1622
25/11/2020,0.1622
27/11/2020,0.1544
30/11/2020,0.1505
01/12/2020,0.1701
02/12/2020,0.1623
03/12/2020,0.1526
04/12/2020,0.1527
07/12/2020,0.1448
08/12/2020,0.1508
09/12/2020,0.1508
10/12/2020,0.1389
11/12/2020,0.121
14/12/2020,0.119
15/12/2020,0.119
16/12/2020,0.119
17/12/2020,0.123
18/12/2020,0.123
21/12/2020,0.123
22/12/2020,0.1189
23/12/2020,0.121
24/12/2020,0.123
24/12/2020,0.123
28/12/2020,0.123
29/12/2020,0.1289
30/12/2020,0.125
31/12/2020,0.123
31/12/2020,0.123
04/01/2021,0.1171
05/01/2021,0.123
06/01/2021,0.1388
07/01/2021,0.1408
08/01/2021,0.1369
11/01/2021,0.1489
12/01/2021,0.1469
13/01/2021,0.145
14/01/2021,0.145
15/01/2021,0.135
15/01/2021,0.135
19/01/2021,0.133
20/01/2021,0.129
21/01/2021,0.125
22/01/2021,0.125
25/01/2021,0.1209
26/01/2021,0.123
27/01/2021,0.1191
28/01/2021,0.1211
29/01/2021,0.1113
01/02/2021,0.1113
02/02/2021,0.1132
03/02/2021,0.1191
04/02/2021,0.1132
05/02/2021,0.1052
08/02/2021,0.1131
09/02/2021,0.1171
10/02/2021,0.1111
11/02/2021,0.1091
12/02/2021,0.111
12/02/2021,0.111
16/02/2021,0.123
17/02/2021,0.1089
18/02/2021,0.1089
19/02/2021,0.1088
22/02/2021,0.1149
23/02/2021,0.1109
24/02/2021,0.125
25/02/2021,0.1779
26/02/2021,0.1289
01/03/2021,0.1211
02/03/2021,0.123
03/03/2021,0.1427
04/03/2021,0.1467
05/03/2021,0.1408
08/03/2021,0.1646
09/03/2021,0.1627
10/03/2021,0.1548
11/03/2021,0.1429
12/03/2021,0.149
15/03/2021,0.153
16/03/2021,0.151
17/03/2021,0.137
18/03/2021,0.1571
19/03/2021,0.1532
22/03/2021,0.1513
23/03/2021,0.1473
24/03/2021,0.1504
25/03/2021,0.1387
26/03/2021,0.1406
29/03/2021,0.1426
30/03/2021,0.1485
31/03/2021,0.1622
01/04/2021,0.1624
02/04/2021,0.162
05/04/2021,0.1704
06/04/2021,0.1625
07/04/2021,0.1547
08/04/2021,0.1508
09/04/2021,0.1588
12/04/2021,0.1688
13/04/2021,0.1609
14/04/2021,0.163
15/04/2021,0.161
16/04/2021,0.1632
19/04/2021,0.1612
20/04/2021,0.1532
21/04/2021,0.1492
22/04/2021,0.1513
23/04/2021,0.1595
26/04/2021,0.1697
27/04/2021,0.1818
28/04/2021,0.1661
29/04/2021,0.1641
30/04/2021,0.1623
03/05/2021,0.1624
04/05/2021,0.1624
05/05/2021,0.1546
06/05/2021,0.1566
07/05/2021,0.1468
10/05/2021,0.1548
11/05/2021,0.1608
12/05/2021,0.1668
13/05/2021,0.1569
14/05/2021,0.149
17/05/2021,0.1551
18/05/2021,0.1511
19/05/2021,0.1592
20/05/2021,0.1472
21/05/2021,0.1553
24/05/2021,0.1513
25/05/2021,0.1453
26/05/2021,0.1485
27/05/2021,0.1466
28/05/2021,0.1406
28/05/2021,0.1406
01/06/2021,0.1486
02/06/2021,0.1466
03/06/2021,0.1584
04/06/2021,0.1487
07/06/2021,0.1567
08/06/2021,0.1547
09/06/2021,0.1567
10/06/2021,0.1469
11/06/2021,0.149
14/06/2021,0.161
15/06/2021,0.165
16/06/2021,0.2072
17/06/2021,0.2133
18/06/2021,0.2521
21/06/2021,0.2563
22/06/2021,0.2301
23/06/2021,0.2641
24/06/2021,0.27
25/06/2021,0.2681
28/06/2021,0.2563
29/06/2021,0.2524
30/06/2021,0.2525
01/07/2021,0.2547
02/07/2021,0.2376
02/07/2021,0.2376
06/07/2021,0.2199
07/07/2021,0.2181
08/07/2021,0.1963
09/07/2021,0.2146
12/07/2021,0.2267
13/07/2021,0.2548
14/07/2021,0.225
15/07/2021,0.2271
16/07/2021,0.2275
19/07/2021,0.2176
20/07/2021,0.2016
21/07/2021,0.2098
22/07/2021,0.2018
23/07/2021,0.2001
26/07/2021,0.1961
27/07/2021,0.2075
28/07/2021,0.2035
29/07/2021,0.2035
30/07/2021,0.1878
02/08/2021,0.1742
03/08/2021,0.1722
04/08/2021,0.1822
05/08/2021,0.202
06/08/2021,0.2122
09/08/2021,0.2223
10/08/2021,0.2384
11/08/2021,0.2206
12/08/2021,0.2247
13/08/2021,0.2091
16/08/2021,0.2132
17/08/2021,0.2173
18/08/2021,0.2175
19/08/2021,0.2216
20/08/2021,0.2261
23/08/2021,0.2262
24/08/2021,0.2243
25/08/2021,0.2406
26/08/2021,0.2426
27/08/2021,0.219
30/08/2021,0.2033
31/08/2021,0.2113
01/09/2021,0.2114
02/09/2021,0.2096
03/09/2021,0.2081
03/09/2021,0.2081
07/09/2021,0.222
08/09/2021,0.2182
09/09/2021,0.2144
10/09/2021,0.2147
13/09/2021,0.2129
14/09/2021,0.209
15/09/2021,0.2131
16/09/2021,0.2213
17/09/2021,0.2257
20/09/2021,0.2158
21/09/2021,0.2179
22/09/2021,0.2403
23/09/2021,0.2608
24/09/2021,0.2715
27/09/2021,0.2799
28/09/2021,0.3049
29/09/2021,0.2931
30/09/2021,0.2814
01/10/2021,0.2657
04/10/2021,0.2796
05/10/2021,0.2856
06/10/2021,0.2975
07/10/2021,0.3095
08/10/2021,0.3198
08/10/2021,0.3198
12/10/2021,0.3419
13/10/2021,0.36
14/10/2021,0.3642
15/10/2021,0.3949
18/10/2021,0.4213
19/10/2021,0.3994
20/10/2021,0.3874
21/10/2021,0.4525
22/10/2021,0.4595
25/10/2021,0.4353
26/10/2021,0.4478
27/10/2021,0.5029
28/10/2021,0.4891
29/10/2021,0.501
01/11/2021,0.5011
02/11/2021,0.448
03/11/2021,0.4757
04/11/2021,0.4264
05/11/2021,0.4048
08/11/2021,0.4466
09/11/2021,0.4227
10/11/2021,0.5189
10/11/2021,0.5189
12/11/2021,0.5175
15/11/2021,0.5197
16/11/2021,0.522
17/11/2021,0.4979
18/11/2021,0.5021
19/11/2021,0.5128
22/11/2021,0.5924
23/11/2021,0.6142
24/11/2021,0.6437
24/11/2021,0.6437
26/11/2021,0.5078
29/11/2021,0.4961
30/11/2021,0.567
01/12/2021,0.5513
02/12/2021,0.6146
03/12/2021,0.5932
06/12/2021,0.6312
07/12/2021,0.6932
08/12/2021,0.6855
09/12/2021,0.6917
10/12/2021,0.6544
13/12/2021,0.6324
14/12/2021,0.6568
15/12/2021,0.6651
16/12/2021,0.6169
17/12/2021,0.6396
20/12/2021,0.6358
21/12/2021,0.6685
22/12/2021,0.6647
23/12/2021,0.6914
23/12/2021,0.6914
27/12/2021,0.7048
28/12/2021,0.7559
29/12/2021,0.752
30/12/2021,0.7303
31/12/2021,0.7341
03/01/2022,0.7758
04/01/2022,0.7599
05/01/2022,0.8296
06/01/2022,0.8736
07/01/2022,0.8701
10/01/2022,0.8984
11/01/2022,0.8885
12/01/2022,0.9229
13/01/2022,0.8949
14/01/2022,0.9689
14/01/2022,0.9689
18/01/2022,1.0465
19/01/2022,1.051
20/01/2022,1.0269
21/01/2022,1.0158
24/01/2022,0.971
25/01/2022,1.0273
26/01/2022,1.1564
27/01/2022,1.1882
28/01/2022,1.1723
31/01/2022,1.1846
01/02/2022,1.1691
02/02/2022,1.1495
03/02/2022,1.2019
04/02/2022,1.316
07/02/2022,1.2944
08/02/2022,1.3455
09/02/2022,1.3664
10/02/2022,1.6092
11/02/2022,1.4875
14/02/2022,1.5702
15/02/2022,1.5774
16/02/2022,1.527
17/02/2022,1.4703
18/02/2022,1.4696
18/02/2022,1.4696
22/02/2022,1.5615
23/02/2022,1.6056
24/02/2022,1.5777
25/02/2022,1.5697
28/02/2022,1.4363
01/03/2022,1.3327
02/03/2022,1.5139
03/03/2022,1.526
04/03/2022,1.4899
07/03/2022,1.5563
08/03/2022,1.6008
09/03/2022,1.6757
10/03/2022,1.7024
11/03/2022,1.746
14/03/2022,1.865
15/03/2022,1.8511
16/03/2022,1.9482
17/03/2022,1.9159
18/03/2022,1.9423
21/03/2022,2.1174
22/03/2022,2.1662
23/03/2022,2.0982
24/03/2022,2.1346
25/03/2022,2.2843
28/03/2022,2.3361
29/03/2022,2.3727
30/03/2022,2.3123
31/03/2022,2.3346
01/04/2022,2.4625
04/04/2022,2.4181
05/04/2022,2.5241
06/04/2022,2.4837
07/04/2022,2.4677
08/04/2022,2.5156
11/04/2022,2.4996
12/04/2022,2.4054
13/04/2022,2.3645
14/04/2022,2.456
14/04/2022,2.456
18/04/2022,2.4459
19/04/2022,2.5977
20/04/2022,2.5753
21/04/2022,2.6739
22/04/2022,2.6777
25/04/2022,2.6278
26/04/2022,2.4815
27/04/2022,2.591
28/04/2022,2.6294
29/04/2022,2.7309
02/05/2022,2.7311
03/05/2022,2.7844
04/05/2022,2.6543
05/05/2022,2.7116
06/05/2022,2.7349
09/05/2022,2.5979
10/05/2022,2.6062
11/05/2022,2.6474
12/05/2022,2.5797
13/05/2022,2.5883
16/05/2022,2.5739
17/05/2022,2.7106
18/05/2022,2.6673
19/05/2022,2.6115
20/05/2022,2.5869
23/05/2022,2.6287
24/05/2022,2.4807
25/05/2022,2.502
26/05/2022,2.4778
27/05/2022,2.4839
27/05/2022,2.4839
31/05/2022,2.5626
01/06/2022,2.6477
02/06/2022,2.6316
03/06/2022,2.6565
06/06/2022,2.7323
07/06/2022,2.7346
08/06/2022,2.778
09/06/2022,2.8154
10/06/2022,3.0673
13/06/2022,3.3667
14/06/2022,3.4393
15/06/2022,3.2096
16/06/2022,3.0996
17/06/2022,3.1701
17/06/2022,3.1701
21/06/2022,3.1942
22/06/2022,3.0623
23/06/2022,3.0124
24/06/2022,3.0632
27/06/2022,3.1319
28/06/2022,3.1116
29/06/2022,3.0426
30/06/2022,2.9554
01/07/2022,2.839
01/07/2022,2.839
05/07/2022,2.8225
06/07/2022,2.9957
07/07/2022,3.0244
08/07/2022,3.1047
11/07/2022,3.0697
12/07/2022,3.0512
13/07/2022,3.1485
14/07/2022,3.1279
15/07/2022,3.1305
18/07/2022,3.1702
19/07/2022,3.2416
20/07/2022,3.2356
21/07/2022,3.0955
22/07/2022,2.9721
25/07/2022,3.0182
26/07/2022,3.0589
27/07/2022,2.9837
28/07/2022,2.8683
29/07/2022,2.8905
01/08/2022,2.8863
02/08/2022,3.063
03/08/2022,3.0692
04/08/2022,3.0488
05/08/2022,3.2298
08/08/2022,3.2094
09/08/2022,3.2676
10/08/2022,3.2203
11/08/2022,3.2268
12/08/2022,3.2505
15/08/2022,3.1946
16/08/2022,3.2678
17/08/2022,3.2849
18/08/2022,3.2078
19/08/2022,3.238
22/08/2022,3.3161
23/08/2022,3.3018
24/08/2022,3.4028
25/08/2022,3.3742
26/08/2022,3.3824
29/08/2022,3.4314
30/08/2022,3.4579
31/08/2022,3.495
01/09/2022,3.5178
02/09/2022,3.3955
02/09/2022,3.3955
06/09/2022,3.5071
07/09/2022,3.4392
08/09/2022,3.5118
09/09/2022,3.5627
12/09/2022,3.5756
13/09/2022,3.7455
14/09/2022,3.7881
15/09/2022,3.8625
16/09/2022,3.8713
19/09/2022,3.9464
20/09/2022,3.9707
21/09/2022,4.0591
22/09/2022,4.118
23/09/2022,4.2032
26/09/2022,4.345
27/09/2022,4.2871
28/09/2022,4.1267
29/09/2022,4.1924
30/09/2022,4.2726
03/10/2022,4.1134
04/10/2022,4.0967
05/10/2022,4.1461
06/10/2022,4.2558
07/10/2022,4.312
07/10/2022,4.312
11/10/2022,4.3141
12/10/2022,4.2953
13/10/2022,4.4656
14/10/2022,4.4959
17/10/2022,4.4496
18/10/2022,4.4307
19/10/2022,4.5606
20/10/2022,4.6122
21/10/2022,4.483
24/10/2022,4.5089
25/10/2022,4.4728
26/10/2022,4.4183
27/10/2022,4.2823
28/10/2022,4.4142
31/10/2022,4.4865
01/11/2022,4.5509
02/11/2022,4.6114
03/11/2022,4.718
04/11/2022,4.6584
07/11/2022,4.728
08/11/2022,4.6569
09/11/2022,4.5816
10/11/2022,4.33
10/11/2022,4.33
14/11/2022,4.3993
15/11/2022,4.3445
16/11/2022,4.3655
17/11/2022,4.4605
18/11/2022,4.5308
21/11/2022,4.563
22/11/2022,4.5227
23/11/2022,4.4732
23/11/2022,4.4732
25/11/2022,4.467
28/11/2022,4.4443
29/11/2022,4.4814
30/11/2022,4.3287
01/12/2022,4.2358
02/12/2022,4.2841
05/12/2022,4.3957
06/12/2022,4.3664
07/12/2022,4.2644
08/12/2022,4.3139
09/12/2022,4.3422
12/12/2022,4.3817
13/12/2022,4.2141
14/12/2022,4.2158
15/12/2022,4.2404
16/12/2022,4.1825
19/12/2022,4.2641
20/12/2022,4.2658
21/12/2022,4.2232
22/12/2022,4.2799
23/12/2022,4.3275
23/12/2022,4.3275
27/12/2022,4.3827
28/12/2022,4.3574
29/12/2022,4.3656
30/12/2022,4.4279
30/12/2022,4.4279
03/01/2023,4.3803
04/01/2023,4.3555
05/01/2023,4.4638
06/01/2023,4.2578
09/01/2023,4.2077
10/01/2023,4.2472
11/01/2023,4.22
12/01/2023,4.1447
13/01/2023,4.2237
13/01/2023,4.2237
17/01/2023,4.2047
18/01/2023,4.0846
19/01/2023,4.1285
20/01/2023,4.1766
23/01/2023,4.2316
24/01/2023,4.2103
25/01/2023,4.1332
26/01/2023,4.1888
27/01/2023,4.2011
30/01/2023,4.2402
31/01/2023,4.2052
01/02/2023,4.1002
02/02/2023,4.1001
03/02/2023,4.2865
06/02/2023,4.4744
07/02/2023,4.4665
08/02/2023,4.4292
09/02/2023,4.4841
10/02/2023,4.5255
13/02/2023,4.5217
14/02/2023,4.6218
15/02/2023,4.633
16/02/2023,4.6443
17/02/2023,4.6169
17/02/2023,4.6169
21/02/2023,4.729
22/02/2023,4.6974
23/02/2023,4.7036
24/02/2023,4.8136
27/02/2023,4.7824
28/02/2023,4.8179
01/03/2023,4.8785
02/03/2023,4.8892
03/03/2023,4.8606
06/03/2023,4.8861
07/03/2023,5.0148
08/03/2023,5.0701
09/03/2023,4.87
10/03/2023,4.5925
13/03/2023,4.0158
14/03/2023,4.2462
15/03/2023,3.8916
16/03/2023,4.174
17/03/2023,3.8458
20/03/2023,3.9658
21/03/2023,4.1791
22/03/2023,3.9597
23/03/2023,3.8246
24/03/2023,3.7667
27/03/2023,4.0078
28/03/2023,4.0804
29/03/2023,4.101
30/03/2023,4.1215
31/03/2023,4.0376
03/04/2023,3.9696
04/04/2023,3.8211
05/04/2023,3.7922
06/04/2023,3.8289
07/04/2023,3.993
10/04/2023,4.0098
11/04/2023,4.0329
12/04/2023,3.9682
13/04/2023,3.9683
14/04/2023,4.0989
17/04/2023,4.2048
18/04/2023,4.2031
19/04/2023,4.248
20/04/2023,4.1508
21/04/2023,4.1795
24/04/2023,4.1053
25/04/2023,3.948
26/04/2023,3.9488
27/04/2023,4.0806
28/04/2023,4.0208
01/05/2023,4.1407
02/05/2023,3.9923
03/05/2023,3.8645
04/05/2023,3.7882
05/05/2023,3.9181
08/05/2023,4.0012
09/05/2023,4.0263
10/05/2023,3.9098
11/05/2023,3.8994
12/05/2023,3.9914
15/05/2023,4.0104
16/05/2023,4.0842
17/05/2023,4.1603
18/05/2023,4.2602
19/05/2023,4.2787
22/05/2023,4.3197
23/05/2023,4.3202
24/05/2023,4.3778
25/05/2023,4.5371
26/05/2023,4.5682
26/05/2023,4.5682
30/05/2023,4.4604
31/05/2023,4.4089
01/06/2023,4.3428
02/06/2023,4.5115
05/06/2023,4.4701
06/06/2023,4.4974
07/06/2023,4.5521
08/06/2023,4.5168
09/06/2023,4.5956
12/06/2023,4.5855
13/06/2023,4.6768
14/06/2023,4.6943
15/06/2023,4.6503
16/06/2023,4.7205
16/06/2023,4.7205
20/06/2023,4.6847
21/06/2023,4.7195
22/06/2023,4.7909
23/06/2023,4.7499
26/06/2023,4.744
27/06/2023,4.7637
28/06/2023,4.7119
29/06/2023,4.8634
30/06/2023,4.9038
03/07/2023,4.94
03/07/2023,4.94
05/07/2023,4.9467
06/07/2023,4.989
07/07/2023,4.9502
10/07/2023,4.8639
11/07/2023,4.8874
12/07/2023,4.7483
13/07/2023,4.6324
14/07/2023,4.7677
17/07/2023,4.7424
18/07/2023,4.7638
19/07/2023,4.7681
20/07/2023,4.8451
21/07/2023,4.8458
24/07/2023,4.9255
25/07/2023,4.8786
26/07/2023,4.8495
27/07/2023,4.9263
28/07/2023,4.8848
31/07/2023,4.8849
01/08/2023,4.9058
02/08/2023,4.8851
03/08/2023,4.8831
04/08/2023,4.7683
07/08/2023,4.7766
08/08/2023,4.7598
09/08/2023,4.8101
10/08/2023,4.8501
11/08/2023,4.8925
14/08/2023,4.9733
15/08/2023,4.9586
16/08/2023,4.9673
17/08/2023,4.9356
18/08/2023,4.9426
21/08/2023,5.007
22/08/2023,5.0481
23/08/2023,4.971
24/08/2023,5.0229
25/08/2023,5.0779
28/08/2023,5.0523
29/08/2023,4.8942
30/08/2023,4.8818
31/08/2023,4.8629
01/09/2023,4.8764
01/09/2023,4.8764
05/09/2023,4.9597
06/09/2023,5.0287
07/09/2023,4.9532
08/09/2023,4.9885
11/09/2023,4.9948
12/09/2023,5.02
13/09/2023,4.9713
14/09/2023,5.0135
15/09/2023,5.0368
18/09/2023,5.056
19/09/2023,5.0923
20/09/2023,5.1715
21/09/2023,5.1438
22/09/2023,5.1119
25/09/2023,5.1271
26/09/2023,5.1336
27/09/2023,5.1375
28/09/2023,5.0644
29/09/2023,5.0519
02/10/2023,5.1083
03/10/2023,5.1544
04/10/2023,5.054
05/10/2023,5.0246
06/10/2023,5.0812
06/10/2023,5.0812
10/10/2023,4.9675
11/10/2023,4.9863
12/10/2023,5.0708
13/10/2023,5.0581
16/10/2023,5.1006
17/10/2023,5.2138
18/10/2023,5.2204
19/10/2023,5.1607
20/10/2023,5.071
23/10/2023,5.0474
24/10/2023,5.1076
25/10/2023,5.1248
26/10/2023,5.0457
27/10/2023,5.0145
30/10/2023,5.0498
31/10/2023,5.0831
01/11/2023,4.9478
02/11/2023,4.9956
03/11/2023,4.8449
06/11/2023,4.9407
07/11/2023,4.9154
08/11/2023,4.9362
09/11/2023,5.0286
10/11/2023,5.0687
13/11/2023,5.0327
14/11/2023,4.836
15/11/2023,4.9161
16/11/2023,4.8502
17/11/2023,4.894
20/11/2023,4.9194
21/11/2023,4.883
22/11/2023,4.8975
22/11/2023,4.8975
24/11/2023,4.9549
27/11/2023,4.8902
28/11/2023,4.7425
29/11/2023,4.6455
30/11/2023,4.6947
01/12/2023,4.5508
04/12/2023,4.6374
05/12/2023,4.5767
06/12/2023,4.5971
07/12/2023,4.5925
08/12/2023,4.7229
11/12/2023,4.7101
12/12/2023,4.735
13/12/2023,4.4328
14/12/2023,4.3861
15/12/2023,4.449
18/12/2023,4.4505
19/12/2023,4.4415
20/12/2023,4.3397
21/12/2023,4.3516
22/12/2023,4.3294
22/12/2023,4.3294
26/12/2023,4.3562
27/12/2023,4.2396
28/12/2023,4.2788
29/12/2023,4.2499
29/12/2023,4.2499
02/01/2024,4.3242
03/01/2024,4.3326
04/01/2024,4.3866
05/01/2024,4.3932
08/01/2024,4.3746
09/01/2024,4.3663
10/01/2024,4.3601
11/01/2024,4.2493
12/01/2024,4.1462
12/01/2024,4.1462
16/01/2024,4.2216
17/01/2024,4.3608
18/01/2024,4.3545
19/01/2024,4.3888
22/01/2024,4.3932
23/01/2024,4.372
24/01/2024,4.384
25/01/2024,4.2994
26/01/2024,4.3571
29/01/2024,4.3221
30/01/2024,4.3386
31/01/2024,4.2088
01/02/2024,4.2107
02/02/2024,4.3721
05/02/2024,4.4743
06/02/2024,4.3993
07/02/2024,4.4266
08/02/2024,4.4603
09/02/2024,4.4862
12/02/2024,4.4801
13/02/2024,4.6705
14/02/2024,4.5821
15/02/2024,4.5782
16/02/2024,4.6437
16/02/2024,4.6437
20/02/2024,4.6143
21/02/2024,4.6682
22/02/2024,4.7137
23/02/2024,4.6875
26/02/2024,4.7311
27/02/2024,4.6933
28/02/2024,4.6436
29/02/2024,4.6229
01/03/2024,4.5334
04/03/2024,4.6122
05/03/2024,4.5621
06/03/2024,4.5619
07/03/2024,4.5034
08/03/2024,4.4777
11/03/2024,4.5381
12/03/2024,4.5842
13/03/2024,4.6324
14/03/2024,4.6935
15/03/2024,4.7318
18/03/2024,4.7361
19/03/2024,4.6873
20/03/2024,4.6044
21/03/2024,4.6427
22/03/2024,4.5955
25/03/2024,4.6297
26/03/2024,4.5931
27/03/2024,4.5682
28/03/2024,4.6283
28/03/2024,4.6283
01/04/2024,4.7115
02/04/2024,4.693
03/04/2024,4.6723
04/04/2024,4.6453
05/04/2024,4.7505
08/04/2024,4.7928
09/04/2024,4.7426
10/04/2024,4.973
11/04/2024,4.9524
12/04/2024,4.8945
15/04/2024,4.9248
16/04/2024,4.985
17/04/2024,4.9343
18/04/2024,4.9904
19/04/2024,4.9879
22/04/2024,4.9735
23/04/2024,4.9374
24/04/2024,4.931
25/04/2024,4.9996
26/04/2024,4.9934
29/04/2024,4.9788
30/04/2024,5.0372
01/05/2024,4.9685
02/05/2024,4.881
03/05/2024,4.8056
06/05/2024,4.8326
07/05/2024,4.8304
08/05/2024,4.8407
09/05/2024,4.8175
10/05/2024,4.8719
13/05/2024,4.8676
14/05/2024,4.821
15/05/2024,4.7258
16/05/2024,4.7953
17/05/2024,4.8267
20/05/2024,4.8521
21/05/2024,4.8307
22/05/2024,4.8754
23/05/2024,4.9396
24/05/2024,4.9483
24/05/2024,4.9483
28/05/2024,4.9785
29/05/2024,4.9747
30/05/2024,4.9269
31/05/2024,4.8768
03/06/2024,4.8122
04/06/2024,4.7725
05/06/2024,4.7243
06/06/2024,4.7262
07/06/2024,4.8889
10/06/2024,4.8846
11/06/2024,4.834
12/06/2024,4.756
13/06/2024,4.7032
14/06/2024,4.7065
17/06/2024,4.7676
18/06/2024,4.7183
18/06/2024,4.7183
20/06/2024,4.7393
21/06/2024,4.7343
24/06/2024,4.7234
25/06/2024,4.7445
26/06/2024,4.7535
27/06/2024,4.712
28/06/2024,4.7493
01/07/2024,4.7598
02/07/2024,4.7516
03/07/2024,4.7079
03/07/2024,4.7079
05/07/2024,4.6056
08/07/2024,4.6348
09/07/2024,4.6264
10/07/2024,4.6242
11/07/2024,4.5151
12/07/2024,4.4577
15/07/2024,4.4596
16/07/2024,4.4214
17/07/2024,4.4379
18/07/2024,4.4714
19/07/2024,4.5173
22/07/2024,4.5213
23/07/2024,4.4956
24/07/2024,4.4328
25/07/2024,4.4348
26/07/2024,4.3873
29/07/2024,4.4018
30/07/2024,4.3606
31/07/2024,4.2595
01/08/2024,4.1564
02/08/2024,3.8736
05/08/2024,3.9017
06/08/2024,3.9915
07/08/2024,3.9827
08/08/2024,4.0359
09/08/2024,4.0572
12/08/2024,4.0214
13/08/2024,3.9356
14/08/2024,3.96
15/08/2024,4.1034
16/08/2024,4.0539
19/08/2024,4.0723
20/08/2024,3.9941
21/08/2024,3.9326
22/08/2024,4.014
23/08/2024,3.9089
26/08/2024,3.9379
27/08/2024,3.8992
28/08/2024,3.8671
29/08/2024,3.898
30/08/2024,3.9186
30/08/2024,3.9186
03/09/2024,3.863
04/09/2024,3.7662
05/09/2024,3.7394
06/09/2024,3.6544
09/09/2024,3.6708
