Date,Yield to Maturity
19/04/2016,0.7614
20/04/2016,0.7978
21/04/2016,0.8058
22/04/2016,0.8218
25/04/2016,0.834
26/04/2016,0.8648
27/04/2016,0.8212
28/04/2016,0.7895
29/04/2016,0.7816
02/05/2016,0.7935
03/05/2016,0.754
04/05/2016,0.7421
05/05/2016,0.7182
06/05/2016,0.734
09/05/2016,0.71
10/05/2016,0.722
11/05/2016,0.7339
12/05/2016,0.758
13/05/2016,0.75
16/05/2016,0.7863
17/05/2016,0.8308
18/05/2016,0.9
19/05/2016,0.8839
20/05/2016,0.8844
23/05/2016,0.901
24/05/2016,0.9135
25/05/2016,0.9264
26/05/2016,0.875
27/05/2016,0.9106
27/05/2016,0.9106
31/05/2016,0.8829
01/06/2016,0.9027
02/06/2016,0.8829
03/06/2016,0.7756
06/06/2016,0.7993
07/06/2016,0.7833
08/06/2016,0.7791
09/06/2016,0.771
10/06/2016,0.7345
13/06/2016,0.7183
14/06/2016,0.7261
15/06/2016,0.6696
16/06/2016,0.6894
17/06/2016,0.6967
20/06/2016,0.741
21/06/2016,0.767
22/06/2016,0.7472
23/06/2016,0.7828
24/06/2016,0.6368
27/06/2016,0.5974
28/06/2016,0.6132
29/06/2016,0.6407
30/06/2016,0.5856
01/07/2016,0.5973
01/07/2016,0.5973
05/07/2016,0.5536
06/07/2016,0.5813
07/07/2016,0.5932
08/07/2016,0.613
11/07/2016,0.657
12/07/2016,0.6891
13/07/2016,0.6651
14/07/2016,0.6773
15/07/2016,0.6815
18/07/2016,0.6897
19/07/2016,0.6938
20/07/2016,0.7142
21/07/2016,0.6818
22/07/2016,0.7065
25/07/2016,0.7393
26/07/2016,0.7579
27/07/2016,0.7224
28/07/2016,0.7145
29/07/2016,0.6593
01/08/2016,0.6868
02/08/2016,0.6828
03/08/2016,0.6708
04/08/2016,0.6469
05/08/2016,0.7261
08/08/2016,0.726
09/08/2016,0.714
10/08/2016,0.69
11/08/2016,0.746
12/08/2016,0.7057
15/08/2016,0.7298
16/08/2016,0.75
17/08/2016,0.7297
18/08/2016,0.7095
19/08/2016,0.75
22/08/2016,0.7418
23/08/2016,0.7459
24/08/2016,0.7657
25/08/2016,0.7934
26/08/2016,0.8447
29/08/2016,0.8092
30/08/2016,0.8053
31/08/2016,0.8093
01/09/2016,0.7856
02/09/2016,0.7937
02/09/2016,0.7937
06/09/2016,0.7301
07/09/2016,0.738
08/09/2016,0.774
09/09/2016,0.7821
12/09/2016,0.7741
13/09/2016,0.8023
14/09/2016,0.762
15/09/2016,0.7338
16/09/2016,0.7702
19/09/2016,0.7784
20/09/2016,0.7784
21/09/2016,0.7784
22/09/2016,0.7744
23/09/2016,0.7581
26/09/2016,0.7377
27/09/2016,0.7461
28/09/2016,0.7579
29/09/2016,0.7382
30/09/2016,0.7658
03/10/2016,0.7976
04/10/2016,0.8255
05/10/2016,0.8376
06/10/2016,0.8536
07/10/2016,0.8382
07/10/2016,0.8382
11/10/2016,0.8704
12/10/2016,0.8625
13/10/2016,0.8385
14/10/2016,0.8429
17/10/2016,0.8187
18/10/2016,0.8026
19/10/2016,0.8027
20/10/2016,0.8231
21/10/2016,0.8275
24/10/2016,0.844
25/10/2016,0.8564
26/10/2016,0.8724
27/10/2016,0.8882
28/10/2016,0.8566
31/10/2016,0.8449
01/11/2016,0.8371
02/11/2016,0.8253
03/11/2016,0.8095
04/11/2016,0.7898
07/11/2016,0.8178
08/11/2016,0.8579
09/11/2016,0.9062
10/11/2016,0.9191
10/11/2016,0.9191
14/11/2016,1.0044
15/11/2016,1.0007
16/11/2016,1.0051
17/11/2016,1.0421
18/11/2016,1.0679
21/11/2016,1.0724
22/11/2016,1.095
23/11/2016,1.1307
23/11/2016,1.1307
25/11/2016,1.1268
28/11/2016,1.103
29/11/2016,1.0911
30/11/2016,1.119
01/12/2016,1.151
02/12/2016,1.1076
05/12/2016,1.1238
06/12/2016,1.116
07/12/2016,1.0961
08/12/2016,1.1122
09/12/2016,1.1369
12/12/2016,1.1451
13/12/2016,1.1656
14/12/2016,1.2673
15/12/2016,1.2758
16/12/2016,1.2606
19/12/2016,1.2282
20/12/2016,1.2204
21/12/2016,1.1961
22/12/2016,1.1964
23/12/2016,1.2057
23/12/2016,1.2057
27/12/2016,1.2308
28/12/2016,1.2579
29/12/2016,1.2181
30/12/2016,1.1982
30/12/2016,1.1982
03/01/2017,1.2181
04/01/2017,1.218
05/01/2017,1.17
06/01/2017,1.2138
09/01/2017,1.1856
10/01/2017,1.1936
11/01/2017,1.1895
12/01/2017,1.1773
13/01/2017,1.1971
13/01/2017,1.1971
17/01/2017,1.1524
18/01/2017,1.2214
19/01/2017,1.2254
20/01/2017,1.1967
23/01/2017,1.1475
24/01/2017,1.1965
25/01/2017,1.2401
26/01/2017,1.2281
27/01/2017,1.2202
30/01/2017,1.2162
31/01/2017,1.2124
01/02/2017,1.2204
02/02/2017,1.2086
03/02/2017,1.2009
06/02/2017,1.157
07/02/2017,1.169
08/02/2017,1.145
09/02/2017,1.1812
10/02/2017,1.1936
13/02/2017,1.2058
14/02/2017,1.2383
15/02/2017,1.2507
16/02/2017,1.2061
17/02/2017,1.1943
17/02/2017,1.1943
21/02/2017,1.2108
22/02/2017,1.2202
23/02/2017,1.1845
24/02/2017,1.1488
27/02/2017,1.2003
28/02/2017,1.264
01/03/2017,1.2882
02/03/2017,1.3124
03/03/2017,1.3091
06/03/2017,1.3053
07/03/2017,1.3297
08/03/2017,1.3582
09/03/2017,1.3787
10/03/2017,1.3554
13/03/2017,1.376
14/03/2017,1.3804
15/03/2017,1.3034
16/03/2017,1.3362
17/03/2017,1.3208
20/03/2017,1.2924
21/03/2017,1.2639
22/03/2017,1.2518
23/03/2017,1.2561
24/03/2017,1.2607
27/03/2017,1.2568
28/03/2017,1.3056
29/03/2017,1.2738
30/03/2017,1.2857
31/03/2017,1.2619
03/04/2017,1.226
04/04/2017,1.258
05/04/2017,1.238
06/04/2017,1.242
07/04/2017,1.2902
10/04/2017,1.2781
11/04/2017,1.2379
12/04/2017,1.2015
13/04/2017,1.2053
13/04/2017,1.2053
17/04/2017,1.2011
18/04/2017,1.1645
19/04/2017,1.1807
20/04/2017,1.1928
21/04/2017,1.1884
24/04/2017,1.2293
25/04/2017,1.2746
26/04/2017,1.2737
27/04/2017,1.2618
28/04/2017,1.2699
01/05/2017,1.2779
02/05/2017,1.2619
03/05/2017,1.2978
04/05/2017,1.3099
05/05/2017,1.3142
08/05/2017,1.3344
09/05/2017,1.3466
10/05/2017,1.3588
11/05/2017,1.3388
12/05/2017,1.2904
15/05/2017,1.3027
16/05/2017,1.3027
17/05/2017,1.2459
18/05/2017,1.2703
19/05/2017,1.2744
22/05/2017,1.2826
23/05/2017,1.3073
24/05/2017,1.2818
25/05/2017,1.2976
26/05/2017,1.2976
26/05/2017,1.2976
30/05/2017,1.2857
31/05/2017,1.2858
01/06/2017,1.2977
02/06/2017,1.2899
05/06/2017,1.306
06/06/2017,1.298
07/06/2017,1.3102
08/06/2017,1.3223
09/06/2017,1.3388
12/06/2017,1.3591
13/06/2017,1.3674
14/06/2017,1.3351
15/06/2017,1.3555
16/06/2017,1.3151
19/06/2017,1.3642
20/06/2017,1.348
21/06/2017,1.3522
22/06/2017,1.3442
23/06/2017,1.3446
26/06/2017,1.3364
27/06/2017,1.3732
28/06/2017,1.3533
29/06/2017,1.3732
30/06/2017,1.3856
03/07/2017,1.4141
03/07/2017,1.4141
05/07/2017,1.4103
06/07/2017,1.4025
07/07/2017,1.4031
10/07/2017,1.3871
11/07/2017,1.3751
12/07/2017,1.347
13/07/2017,1.3674
14/07/2017,1.3597
17/07/2017,1.3598
18/07/2017,1.3518
19/07/2017,1.3601
20/07/2017,1.3521
21/07/2017,1.3443
24/07/2017,1.3649
25/07/2017,1.3899
26/07/2017,1.3631
27/07/2017,1.371
28/07/2017,1.3512
31/07/2017,1.3551
01/08/2017,1.3471
02/08/2017,1.363
03/08/2017,1.343
04/08/2017,1.3549
07/08/2017,1.3549
08/08/2017,1.3548
09/08/2017,1.3427
10/08/2017,1.3306
11/08/2017,1.294
14/08/2017,1.3263
15/08/2017,1.3505
16/08/2017,1.3302
17/08/2017,1.3017
18/08/2017,1.3136
21/08/2017,1.3053
22/08/2017,1.3257
23/08/2017,1.3092
24/08/2017,1.3338
25/08/2017,1.3377
28/08/2017,1.3294
29/08/2017,1.3215
30/08/2017,1.3294
31/08/2017,1.3295
01/09/2017,1.346
01/09/2017,1.346
05/09/2017,1.294
06/09/2017,1.3061
07/09/2017,1.266
08/09/2017,1.266
11/09/2017,1.3226
12/09/2017,1.3389
13/09/2017,1.3512
14/09/2017,1.3676
15/09/2017,1.3843
18/09/2017,1.3968
19/09/2017,1.4052
20/09/2017,1.4423
21/09/2017,1.4426
22/09/2017,1.4351
25/09/2017,1.4271
26/09/2017,1.4398
27/09/2017,1.4787
28/09/2017,1.4547
29/09/2017,1.4907
02/10/2017,1.4868
03/10/2017,1.475
04/10/2017,1.4751
05/10/2017,1.4913
06/10/2017,1.5081
06/10/2017,1.5081
10/10/2017,1.5123
11/10/2017,1.5247
12/10/2017,1.5167
13/10/2017,1.4969
16/10/2017,1.542
17/10/2017,1.5504
18/10/2017,1.567
19/10/2017,1.5386
20/10/2017,1.5763
23/10/2017,1.5683
24/10/2017,1.5892
25/10/2017,1.5989
26/10/2017,1.6189
27/10/2017,1.5955
30/10/2017,1.5757
31/10/2017,1.5997
01/11/2017,1.6159
02/11/2017,1.612
03/11/2017,1.6165
06/11/2017,1.6207
07/11/2017,1.6329
08/11/2017,1.6493
09/11/2017,1.6373
10/11/2017,1.6582
13/11/2017,1.6869
14/11/2017,1.6913
15/11/2017,1.6875
16/11/2017,1.7122
17/11/2017,1.7255
20/11/2017,1.7546
21/11/2017,1.7715
22/11/2017,1.7267
22/11/2017,1.7267
24/11/2017,1.7484
27/11/2017,1.7446
28/11/2017,1.75
29/11/2017,1.7659
30/11/2017,1.79
01/12/2017,1.7781
04/12/2017,1.8103
05/12/2017,1.8224
06/12/2017,1.8104
07/12/2017,1.8024
08/12/2017,1.7985
11/12/2017,1.823
12/12/2017,1.8312
13/12/2017,1.7784
14/12/2017,1.8151
15/12/2017,1.8399
18/12/2017,1.8318
19/12/2017,1.8525
20/12/2017,1.8567
21/12/2017,1.8775
22/12/2017,1.8948
22/12/2017,1.8948
26/12/2017,1.9033
27/12/2017,1.895
28/12/2017,1.9111
29/12/2017,1.887
29/12/2017,1.887
02/01/2018,1.9231
03/01/2018,1.9313
04/01/2018,1.9555
05/01/2018,1.9639
08/01/2018,1.96
09/01/2018,1.9723
10/01/2018,1.9765
11/01/2018,1.9806
12/01/2018,2.0017
12/01/2018,2.0017
16/01/2018,2.0183
17/01/2018,2.0472
18/01/2018,2.0434
19/01/2018,2.0689
22/01/2018,2.0691
23/01/2018,2.0403
24/01/2018,2.0801
25/01/2018,2.0922
26/01/2018,2.1203
29/01/2018,2.1203
30/01/2018,2.1283
31/01/2018,2.1486
01/02/2018,2.1609
02/02/2018,2.1453
05/02/2018,2.0403
06/02/2018,2.1092
07/02/2018,2.1256
08/02/2018,2.1095
09/02/2018,2.0732
12/02/2018,2.0773
13/02/2018,2.1101
14/02/2018,2.1718
15/02/2018,2.1885
16/02/2018,2.1936
16/02/2018,2.1936
20/02/2018,2.2229
21/02/2018,2.2701
22/02/2018,2.254
23/02/2018,2.242
26/02/2018,2.2299
27/02/2018,2.266
28/02/2018,2.258
01/03/2018,2.2178
02/03/2018,2.2459
05/03/2018,2.2418
06/03/2018,2.2539
07/03/2018,2.2539
08/03/2018,2.2498
09/03/2018,2.262
12/03/2018,2.262
13/03/2018,2.2579
14/03/2018,2.262
15/03/2018,2.2867
16/03/2018,2.295
19/03/2018,2.3116
20/03/2018,2.3489
21/03/2018,2.3076
22/03/2018,2.2828
23/03/2018,2.2579
26/03/2018,2.2746
27/03/2018,2.2701
28/03/2018,2.2862
29/03/2018,2.2701
29/03/2018,2.2701
02/04/2018,2.2499
03/04/2018,2.2822
04/04/2018,2.3025
05/04/2018,2.3066
06/04/2018,2.2702
09/04/2018,2.2824
10/04/2018,2.3069
11/04/2018,2.307
12/04/2018,2.3562
13/04/2018,2.3607
16/04/2018,2.3814
17/04/2018,2.394
18/04/2018,2.4314
19/04/2018,2.4316
20/04/2018,2.4615
23/04/2018,2.4785
24/04/2018,2.4746
25/04/2018,2.4919
26/04/2018,2.4878
27/04/2018,2.4837
30/04/2018,2.492
01/05/2018,2.5083
02/05/2018,2.4923
03/05/2018,2.4802
04/05/2018,2.505
07/05/2018,2.5011
08/05/2018,2.5135
09/05/2018,2.5341
10/05/2018,2.5343
11/05/2018,2.539
14/05/2018,2.5516
15/05/2018,2.5766
16/05/2018,2.5934
17/05/2018,2.5729
18/05/2018,2.5488
21/05/2018,2.5698
22/05/2018,2.5701
23/05/2018,2.5322
24/05/2018,2.5121
25/05/2018,2.4798
25/05/2018,2.4798
29/05/2018,2.3351
30/05/2018,2.4155
31/05/2018,2.4355
01/06/2018,2.4716
04/06/2018,2.5202
05/06/2018,2.4958
06/06/2018,2.5202
07/06/2018,2.4917
08/06/2018,2.4998
11/06/2018,2.5243
12/06/2018,2.5448
13/06/2018,2.5737
14/06/2018,2.5696
15/06/2018,2.5533
18/06/2018,2.5534
19/06/2018,2.5493
20/06/2018,2.5659
21/06/2018,2.5411
22/06/2018,2.5454
25/06/2018,2.5371
26/06/2018,2.5329
27/06/2018,2.508
28/06/2018,2.5161
29/06/2018,2.5323
02/07/2018,2.5526
03/07/2018,2.5324
03/07/2018,2.5324
05/07/2018,2.5568
06/07/2018,2.5406
09/07/2018,2.5611
10/07/2018,2.5857
11/07/2018,2.5735
12/07/2018,2.59
13/07/2018,2.582
16/07/2018,2.5987
17/07/2018,2.6153
18/07/2018,2.6155
19/07/2018,2.5908
20/07/2018,2.5952
23/07/2018,2.6329
24/07/2018,2.6372
25/07/2018,2.6734
26/07/2018,2.6896
27/07/2018,2.6775
30/07/2018,2.6654
31/07/2018,2.6735
01/08/2018,2.6816
02/08/2018,2.6654
03/08/2018,2.6452
06/08/2018,2.6493
07/08/2018,2.6738
08/08/2018,2.6738
09/08/2018,2.6493
10/08/2018,2.6083
13/08/2018,2.6124
14/08/2018,2.6411
15/08/2018,2.6123
16/08/2018,2.6205
17/08/2018,2.6121
20/08/2018,2.5872
21/08/2018,2.6079
22/08/2018,2.5954
23/08/2018,2.6203
24/08/2018,2.6244
27/08/2018,2.6454
28/08/2018,2.6694
29/08/2018,2.6815
30/08/2018,2.6533
31/08/2018,2.629
31/08/2018,2.629
04/09/2018,2.6533
05/09/2018,2.6533
06/09/2018,2.6411
07/09/2018,2.7066
10/09/2018,2.715
11/09/2018,2.748
12/09/2018,2.7522
13/09/2018,2.7606
14/09/2018,2.786
17/09/2018,2.782
18/09/2018,2.8071
19/09/2018,2.7949
20/09/2018,2.8076
21/09/2018,2.8041
24/09/2018,2.8211
25/09/2018,2.8432
26/09/2018,2.8188
27/09/2018,2.831
28/09/2018,2.8229
01/10/2018,2.8229
02/10/2018,2.8149
03/10/2018,2.876
04/10/2018,2.8721
05/10/2018,2.8891
05/10/2018,2.8891
09/10/2018,2.8892
10/10/2018,2.8524
11/10/2018,2.8484
12/10/2018,2.8611
15/10/2018,2.8571
16/10/2018,2.8697
17/10/2018,2.8947
18/10/2018,2.8741
19/10/2018,2.908
22/10/2018,2.9124
23/10/2018,2.8832
24/10/2018,2.8426
25/10/2018,2.8547
26/10/2018,2.8103
29/10/2018,2.8224
30/10/2018,2.8507
31/10/2018,2.8709
01/11/2018,2.8465
02/11/2018,2.9115
05/11/2018,2.9116
06/11/2018,2.9361
07/11/2018,2.9649
08/11/2018,2.9732
09/11/2018,2.9282
09/11/2018,2.9282
13/11/2018,2.8953
14/11/2018,2.8663
15/11/2018,2.858
16/11/2018,2.8081
19/11/2018,2.7913
20/11/2018,2.8079
21/11/2018,2.816
21/11/2018,2.816
23/11/2018,2.8156
26/11/2018,2.8365
27/11/2018,2.835
28/11/2018,2.8127
29/11/2018,2.8087
30/11/2018,2.7966
03/12/2018,2.821
04/12/2018,2.7987
04/12/2018,2.7987
06/12/2018,2.762
07/12/2018,2.719
10/12/2018,2.7333
11/12/2018,2.7661
12/12/2018,2.7744
13/12/2018,2.762
14/12/2018,2.7372
17/12/2018,2.6957
18/12/2018,2.6501
19/12/2018,2.6459
20/12/2018,2.6706
21/12/2018,2.6348
24/12/2018,2.5614
24/12/2018,2.5614
26/12/2018,2.6211
27/12/2018,2.5665
28/12/2018,2.5182
31/12/2018,2.4959
31/12/2018,2.4959
02/01/2019,2.4777
03/01/2019,2.3786
04/01/2019,2.4978
07/01/2019,2.5406
08/01/2019,2.5876
09/01/2019,2.555
10/01/2019,2.5755
11/01/2019,2.5428
14/01/2019,2.5388
15/01/2019,2.5347
16/01/2019,2.545
17/01/2019,2.5699
18/01/2019,2.6159
18/01/2019,2.6159
22/01/2019,2.589
23/01/2019,2.5891
24/01/2019,2.5663
25/01/2019,2.6105
28/01/2019,2.5918
29/01/2019,2.5726
30/01/2019,2.5101
31/01/2019,2.4637
01/02/2019,2.506
04/02/2019,2.5384
05/02/2019,2.5283
06/02/2019,2.5283
07/02/2019,2.4835
08/02/2019,2.4671
11/02/2019,2.4875
12/02/2019,2.5038
13/02/2019,2.5367
14/02/2019,2.4956
15/02/2019,2.5182
15/02/2019,2.5182
19/02/2019,2.4913
20/02/2019,2.5016
21/02/2019,2.5307
22/02/2019,2.4974
25/02/2019,2.5099
26/02/2019,2.4839
27/02/2019,2.5
28/02/2019,2.5182
01/03/2019,2.5567
04/03/2019,2.5425
05/03/2019,2.5466
06/03/2019,2.5161
07/03/2019,2.4754
08/03/2019,2.4671
11/03/2019,2.4793
12/03/2019,2.4526
13/03/2019,2.4669
14/03/2019,2.4627
15/03/2019,2.4419
18/03/2019,2.4542
19/03/2019,2.4748
20/03/2019,2.3982
21/03/2019,2.4104
22/03/2019,2.3187
25/03/2019,2.2499
26/03/2019,2.2703
27/03/2019,2.21
28/03/2019,2.2319
29/03/2019,2.266
01/04/2019,2.3367
02/04/2019,2.3024
03/04/2019,2.3409
04/04/2019,2.339
05/04/2019,2.3434
08/04/2019,2.3597
09/04/2019,2.3497
10/04/2019,2.3212
11/04/2019,2.3581
12/04/2019,2.3934
15/04/2019,2.3936
16/04/2019,2.4144
17/04/2019,2.4043
18/04/2019,2.3802
18/04/2019,2.3802
22/04/2019,2.3866
23/04/2019,2.3639
24/04/2019,2.3198
25/04/2019,2.3319
26/04/2019,2.2861
29/04/2019,2.2942
30/04/2019,2.266
01/05/2019,2.3084
02/05/2019,2.3468
03/05/2019,2.335
06/05/2019,2.3087
07/05/2019,2.2824
08/05/2019,2.3007
09/05/2019,2.2661
10/05/2019,2.2723
13/05/2019,2.1905
14/05/2019,2.1985
15/05/2019,2.1636
16/05/2019,2.1943
17/05/2019,2.2002
20/05/2019,2.2228
21/05/2019,2.2579
22/05/2019,2.2268
23/05/2019,2.1502
24/05/2019,2.1683
24/05/2019,2.1683
28/05/2019,2.1286
29/05/2019,2.1089
30/05/2019,2.0669
31/05/2019,1.9241
03/06/2019,1.8397
04/06/2019,1.8794
05/06/2019,1.8529
06/06/2019,1.8787
07/06/2019,1.8514
10/06/2019,1.9076
11/06/2019,1.9297
12/06/2019,1.8827
13/06/2019,1.8336
14/06/2019,1.8446
17/06/2019,1.8707
18/06/2019,1.8643
19/06/2019,1.7412
20/06/2019,1.7754
21/06/2019,1.7719
24/06/2019,1.7344
25/06/2019,1.7359
26/06/2019,1.775
27/06/2019,1.7469
28/06/2019,1.7569
01/07/2019,1.7912
02/07/2019,1.7633
03/07/2019,1.7636
03/07/2019,1.7636
05/07/2019,1.8674
08/07/2019,1.888
09/07/2019,1.9188
10/07/2019,1.8277
11/07/2019,1.8686
12/07/2019,1.8451
15/07/2019,1.8351
16/07/2019,1.8539
17/07/2019,1.8111
18/07/2019,1.7559
19/07/2019,1.8244
22/07/2019,1.8165
23/07/2019,1.8374
24/07/2019,1.8219
25/07/2019,1.868
26/07/2019,1.8599
29/07/2019,1.8559
30/07/2019,1.8479
31/07/2019,1.8681
01/08/2019,1.75
02/08/2019,1.7098
05/08/2019,1.5793
06/08/2019,1.5971
07/08/2019,1.6029
08/08/2019,1.6168
09/08/2019,1.6486
12/08/2019,1.5776
13/08/2019,1.6706
14/08/2019,1.5812
15/08/2019,1.4734
16/08/2019,1.4865
19/08/2019,1.5534
20/08/2019,1.5103
21/08/2019,1.5754
22/08/2019,1.6121
23/08/2019,1.5311
26/08/2019,1.5432
27/08/2019,1.5244
28/08/2019,1.5
29/08/2019,1.526
30/08/2019,1.51
30/08/2019,1.51
03/09/2019,1.454
04/09/2019,1.4359
05/09/2019,1.5341
06/09/2019,1.5402
09/09/2019,1.5948
10/09/2019,1.6882
11/09/2019,1.6762
12/09/2019,1.7253
13/09/2019,1.804
16/09/2019,1.7573
17/09/2019,1.731
18/09/2019,1.7641
19/09/2019,1.7439
20/09/2019,1.6872
23/09/2019,1.6833
24/09/2019,1.6277
25/09/2019,1.6815
26/09/2019,1.6595
27/09/2019,1.6375
30/09/2019,1.6257
01/10/2019,1.5419
02/10/2019,1.484
03/10/2019,1.3921
04/10/2019,1.4056
07/10/2019,1.4678
08/10/2019,1.4275
09/10/2019,1.4697
10/10/2019,1.5464
11/10/2019,1.5975
11/10/2019,1.5975
15/10/2019,1.6241
16/10/2019,1.5896
17/10/2019,1.5979
18/10/2019,1.5777
21/10/2019,1.6251
22/10/2019,1.6006
23/10/2019,1.5877
24/10/2019,1.5817
25/10/2019,1.6236
28/10/2019,1.6475
29/10/2019,1.6415
30/10/2019,1.6016
31/10/2019,1.5259
01/11/2019,1.554
04/11/2019,1.5882
05/11/2019,1.6225
06/11/2019,1.6126
07/11/2019,1.6794
08/11/2019,1.6803
08/11/2019,1.6803
12/11/2019,1.6623
13/11/2019,1.6462
14/11/2019,1.5914
15/11/2019,1.6142
18/11/2019,1.6001
19/11/2019,1.6002
20/11/2019,1.5818
21/11/2019,1.6087
22/11/2019,1.6256
25/11/2019,1.6113
26/11/2019,1.5899
27/11/2019,1.6259
27/11/2019,1.6259
29/11/2019,1.6118
02/12/2019,1.604
03/12/2019,1.542
04/12/2019,1.5781
05/12/2019,1.5923
06/12/2019,1.619
09/12/2019,1.6191
10/12/2019,1.6537
11/12/2019,1.6154
12/12/2019,1.6643
13/12/2019,1.6078
16/12/2019,1.6304
17/12/2019,1.6245
18/12/2019,1.6348
19/12/2019,1.6309
20/12/2019,1.6315
23/12/2019,1.6502
24/12/2019,1.629
24/12/2019,1.629
26/12/2019,1.635
27/12/2019,1.5872
30/12/2019,1.5712
31/12/2019,1.571
31/12/2019,1.571
02/01/2020,1.571
03/01/2020,1.5326
06/01/2020,1.5466
07/01/2020,1.5384
08/01/2020,1.5846
09/01/2020,1.5805
10/01/2020,1.5701
13/01/2020,1.5883
14/01/2020,1.57
15/01/2020,1.5597
16/01/2020,1.5657
17/01/2020,1.5654
17/01/2020,1.5654
21/01/2020,1.5325
22/01/2020,1.5283
23/01/2020,1.5138
24/01/2020,1.4947
27/01/2020,1.4471
28/01/2020,1.4685
29/01/2020,1.4128
30/01/2020,1.4147
31/01/2020,1.3191
03/02/2020,1.357
04/02/2020,1.415
05/02/2020,1.4431
06/02/2020,1.4492
07/02/2020,1.4011
10/02/2020,1.385
11/02/2020,1.4255
12/02/2020,1.4458
13/02/2020,1.4458
14/02/2020,1.4299
14/02/2020,1.4299
18/02/2020,1.4136
19/02/2020,1.426
20/02/2020,1.3912
21/02/2020,1.3543
24/02/2020,1.2496
25/02/2020,1.2289
26/02/2020,1.1647
27/02/2020,1.0714
28/02/2020,0.9308
02/03/2020,0.895
03/03/2020,0.7011
04/03/2020,0.6906
05/03/2020,0.6012
