Date,Yield to Maturity
13/02/2023,3.7035
14/02/2023,3.753
15/02/2023,3.8029
16/02/2023,3.8628
17/02/2023,3.8167
17/02/2023,3.8167
21/02/2023,3.9545
22/02/2023,3.9273
23/02/2023,3.8904
24/02/2023,3.9471
27/02/2023,3.9219
28/02/2023,3.9278
01/03/2023,3.9944
02/03/2023,4.0616
03/03/2023,3.9576
06/03/2023,3.9636
07/03/2023,3.9696
08/03/2023,3.9893
09/03/2023,3.9071
10/03/2023,3.7045
13/03/2023,3.5449
14/03/2023,3.6854
15/03/2023,3.4623
16/03/2023,3.5789
17/03/2023,3.4379
20/03/2023,3.4828
21/03/2023,3.6075
22/03/2023,3.4509
23/03/2023,3.4135
24/03/2023,3.3725
27/03/2023,3.5393
28/03/2023,3.5715
29/03/2023,3.5658
30/03/2023,3.5469
31/03/2023,3.4733
03/04/2023,3.4151
04/04/2023,3.3386
05/04/2023,3.3089
06/04/2023,3.3032
07/04/2023,3.4131
10/04/2023,3.4149
11/04/2023,3.4318
12/04/2023,3.3999
13/04/2023,3.4487
14/04/2023,3.5147
17/04/2023,3.6061
18/04/2023,3.5775
19/04/2023,3.5908
20/04/2023,3.5356
21/04/2023,3.568
24/04/2023,3.4958
25/04/2023,3.3996
26/04/2023,3.4447
27/04/2023,3.5281
28/04/2023,3.4333
01/05/2023,3.57
02/05/2023,3.4333
03/05/2023,3.3637
04/05/2023,3.3768
05/05/2023,3.4351
08/05/2023,3.5072
09/05/2023,3.5224
10/05/2023,3.4388
11/05/2023,3.3861
12/05/2023,3.4625
15/05/2023,3.5075
16/05/2023,3.5414
17/05/2023,3.5716
18/05/2023,3.6514
19/05/2023,3.6822
22/05/2023,3.7187
23/05/2023,3.6976
24/05/2023,3.7438
25/05/2023,3.8232
26/05/2023,3.81
26/05/2023,3.81
30/05/2023,3.6942
31/05/2023,3.6464
01/06/2023,3.6007
02/06/2023,3.6984
05/06/2023,3.6889
06/06/2023,3.6774
07/06/2023,3.7933
08/06/2023,3.7179
09/06/2023,3.7433
12/06/2023,3.7433
13/06/2023,3.8269
14/06/2023,3.79
15/06/2023,3.7204
16/06/2023,3.7672
16/06/2023,3.7672
20/06/2023,3.7188
21/06/2023,3.7266
22/06/2023,3.7966
23/06/2023,3.7366
26/06/2023,3.7231
27/06/2023,3.7717
28/06/2023,3.7136
29/06/2023,3.8422
30/06/2023,3.8406
03/07/2023,3.8584
03/07/2023,3.8584
05/07/2023,3.9335
06/07/2023,4.0311
07/07/2023,4.0656
10/07/2023,3.9998
11/07/2023,3.978
12/07/2023,3.8613
13/07/2023,3.7673
14/07/2023,3.8302
17/07/2023,3.8087
18/07/2023,3.7892
19/07/2023,3.7483
20/07/2023,3.8562
21/07/2023,3.8369
24/07/2023,3.8784
25/07/2023,3.8904
26/07/2023,3.8727
27/07/2023,4.0022
28/07/2023,3.9566
31/07/2023,3.9668
01/08/2023,4.0371
02/08/2023,4.0896
03/08/2023,4.1792
04/08/2023,4.0418
07/08/2023,4.0966
08/08/2023,4.0281
09/08/2023,4.0161
10/08/2023,4.1074
11/08/2023,4.1581
14/08/2023,4.2011
15/08/2023,4.2188
16/08/2023,4.2583
17/08/2023,4.284
18/08/2023,4.2507
21/08/2023,4.3419
22/08/2023,4.332
23/08/2023,4.1958
24/08/2023,4.2411
25/08/2023,4.2314
28/08/2023,4.2059
29/08/2023,4.1198
30/08/2023,4.112
31/08/2023,4.1062
01/09/2023,4.1808
01/09/2023,4.1808
05/09/2023,4.2657
06/09/2023,4.2956
07/09/2023,4.25
08/09/2023,4.2601
11/09/2023,4.294
12/09/2023,4.2801
13/09/2023,4.2544
14/09/2023,4.2863
15/09/2023,4.3364
18/09/2023,4.3026
19/09/2023,4.3647
20/09/2023,4.3989
21/09/2023,4.4941
22/09/2023,4.4377
25/09/2023,4.5314
26/09/2023,4.5499
27/09/2023,4.6075
28/09/2023,4.5789
29/09/2023,4.5793
02/10/2023,4.6847
03/10/2023,4.7955
04/10/2023,4.735
05/10/2023,4.7206
06/10/2023,4.7946
06/10/2023,4.7946
10/10/2023,4.6571
11/10/2023,4.5582
12/10/2023,4.6969
13/10/2023,4.6165
16/10/2023,4.6997
17/10/2023,4.8362
18/10/2023,4.9106
19/10/2023,4.9898
20/10/2023,4.9137
23/10/2023,4.8481
24/10/2023,4.8187
25/10/2023,4.9613
26/10/2023,4.8487
27/10/2023,4.8452
30/10/2023,4.8878
31/10/2023,4.9264
01/11/2023,4.7341
02/11/2023,4.6611
03/11/2023,4.5765
06/11/2023,4.6472
07/11/2023,4.5686
08/11/2023,4.4925
09/11/2023,4.632
10/11/2023,4.6459
13/11/2023,4.6379
14/11/2023,4.4531
15/11/2023,4.5373
16/11/2023,4.4414
17/11/2023,4.4393
20/11/2023,4.4257
21/11/2023,4.3984
22/11/2023,4.4081
22/11/2023,4.4081
24/11/2023,4.4724
27/11/2023,4.3904
28/11/2023,4.3245
29/11/2023,4.259
30/11/2023,4.3302
01/12/2023,4.2089
04/12/2023,4.2587
05/12/2023,4.1668
06/12/2023,4.1135
07/12/2023,4.1476
08/12/2023,4.2295
11/12/2023,4.2371
12/12/2023,4.2102
13/12/2023,4.0239
14/12/2023,3.9208
15/12/2023,3.9148
18/12/2023,3.9351
19/12/2023,3.9313
20/12/2023,3.8529
21/12/2023,3.8918
22/12/2023,3.9006
22/12/2023,3.9006
26/12/2023,3.8967
27/12/2023,3.7889
28/12/2023,3.8461
29/12/2023,3.866
29/12/2023,3.866
02/01/2024,3.9406
03/01/2024,3.9199
04/01/2024,4.0025
05/01/2024,4.0514
08/01/2024,4.0267
09/01/2024,4.0152
10/01/2024,4.0302
11/01/2024,3.9753
12/01/2024,3.939
12/01/2024,3.939
16/01/2024,4.0543
17/01/2024,4.1057
18/01/2024,4.142
19/01/2024,4.1302
22/01/2024,4.1072
23/01/2024,4.132
24/01/2024,4.18
25/01/2024,4.1203
26/01/2024,4.1393
29/01/2024,4.0759
30/01/2024,4.0357
31/01/2024,3.918
01/02/2024,3.8821
02/02/2024,4.0237
05/02/2024,4.1617
06/02/2024,4.0904
07/02/2024,4.1153
08/02/2024,4.1579
09/02/2024,4.1773
12/02/2024,4.1793
13/02/2024,4.3261
14/02/2024,4.2613
15/02/2024,4.2339
16/02/2024,4.2811
16/02/2024,4.2811
20/02/2024,4.2753
21/02/2024,4.3187
22/02/2024,4.3306
23/02/2024,4.248
26/02/2024,4.2815
27/02/2024,4.3032
28/02/2024,4.2658
29/02/2024,4.2541
01/03/2024,4.1856
04/03/2024,4.217
05/03/2024,4.1506
06/03/2024,4.1078
07/03/2024,4.0885
08/03/2024,4.0769
11/03/2024,4.0982
12/03/2024,4.1507
13/03/2024,4.1879
14/03/2024,4.2922
15/03/2024,4.3083
18/03/2024,4.3282
19/03/2024,4.2925
20/03/2024,4.2767
21/03/2024,4.2689
22/03/2024,4.202
25/03/2024,4.2493
26/03/2024,4.2375
27/03/2024,4.1884
28/03/2024,4.2062
28/03/2024,4.2062
01/04/2024,4.3171
02/04/2024,4.3531
03/04/2024,4.3512
04/04/2024,4.3074
05/04/2024,4.3996
08/04/2024,4.4218
09/04/2024,4.3616
10/04/2024,4.5456
11/04/2024,4.5845
12/04/2024,4.5175
15/04/2024,4.6096
16/04/2024,4.6695
17/04/2024,4.5894
18/04/2024,4.6368
19/04/2024,4.6228
22/04/2024,4.6105
23/04/2024,4.6066
24/04/2024,4.6479
25/04/2024,4.704
26/04/2024,4.663
29/04/2024,4.6115
30/04/2024,4.6819
01/05/2024,4.6407
02/05/2024,4.5893
03/05/2024,4.4975
06/05/2024,4.4874
07/05/2024,4.461
08/05/2024,4.4999
09/05/2024,4.459
10/05/2024,4.5003
13/05/2024,4.4904
14/05/2024,4.4453
15/05/2024,4.3439
16/05/2024,4.3769
17/05/2024,4.4218
20/05/2024,4.4472
21/05/2024,4.412
22/05/2024,4.4257
23/05/2024,4.4787
24/05/2024,4.4669
24/05/2024,4.4669
28/05/2024,4.548
29/05/2024,4.6157
30/05/2024,4.55
31/05/2024,4.5025
03/06/2024,4.3923
04/06/2024,4.3298
05/06/2024,4.2774
06/06/2024,4.287
07/06/2024,4.4335
10/06/2024,4.471
11/06/2024,4.4021
12/06/2024,4.318
13/06/2024,4.2481
14/06/2024,4.2209
17/06/2024,4.2848
18/06/2024,4.2188
18/06/2024,4.2188
20/06/2024,4.2614
21/06/2024,4.2574
24/06/2024,4.2341
25/06/2024,4.2476
26/06/2024,4.3294
27/06/2024,4.2864
28/06/2024,4.3921
01/07/2024,4.4712
02/07/2024,4.4375
03/07/2024,4.3547
03/07/2024,4.3547
05/07/2024,4.2784
08/07/2024,4.2803
09/07/2024,4.2978
10/07/2024,4.2822
11/07/2024,4.2121
12/07/2024,4.1867
15/07/2024,4.2313
16/07/2024,4.1595
17/07/2024,4.1595
18/07/2024,4.2021
19/07/2024,4.2428
22/07/2024,4.2545
23/07/2024,4.2545
24/07/2024,4.2857
25/07/2024,4.2446
26/07/2024,4.1939
29/07/2024,4.1724
30/07/2024,4.1414
31/07/2024,4.0334
01/08/2024,3.9817
02/08/2024,3.7922
05/08/2024,3.779
06/08/2024,3.9014
07/08/2024,3.9526
08/08/2024,3.9896
09/08/2024,3.9398
12/08/2024,3.9073
13/08/2024,3.8465
14/08/2024,3.839
15/08/2024,3.9188
16/08/2024,3.8826
19/08/2024,3.8749
20/08/2024,3.8105
21/08/2024,3.7991
22/08/2024,3.8578
23/08/2024,3.7952
26/08/2024,3.8198
27/08/2024,3.8292
28/08/2024,3.8387
29/08/2024,3.8634
30/08/2024,3.9092
30/08/2024,3.9092
03/09/2024,3.831
04/09/2024,3.7571
05/09/2024,3.725
06/09/2024,3.7155
09/09/2024,3.7023
10/09/2024,3.6404
11/09/2024,3.6609
12/09/2024,3.6796
13/09/2024,3.657
16/09/2024,3.6176
17/09/2024,3.6475
18/09/2024,3.7132
19/09/2024,3.7188
20/09/2024,3.7413
23/09/2024,3.7508
24/09/2024,3.7318
25/09/2024,3.7906
26/09/2024,3.7963
27/09/2024,3.7506
30/09/2024,3.7866
01/10/2024,3.7315
02/10/2024,3.7828
03/10/2024,3.8458
04/10/2024,3.9691
07/10/2024,4.0275
08/10/2024,4.0139
09/10/2024,4.0745
10/10/2024,4.0667
11/10/2024,4.0963
11/10/2024,4.0963
15/10/2024,4.0336
16/10/2024,4.018
17/10/2024,4.0945
18/10/2024,4.0828
21/10/2024,4.1956
22/10/2024,4.2076
23/10/2024,4.2456
24/10/2024,4.2137
25/10/2024,4.2419
28/10/2024,4.2821
29/10/2024,4.2561
30/10/2024,4.3004
31/10/2024,4.2824
01/11/2024,4.3857
04/11/2024,4.2867
05/11/2024,4.2808
06/11/2024,4.4315
07/11/2024,4.3257
08/11/2024,4.3062
08/11/2024,4.3062
12/11/2024,4.4295
13/11/2024,4.4512
14/11/2024,4.4472
15/11/2024,4.4453
18/11/2024,4.4138
19/11/2024,4.3962
20/11/2024,4.4139
21/11/2024,4.4198
22/11/2024,4.412
25/11/2024,4.2751
26/11/2024,4.2945
27/11/2024,4.2614
27/11/2024,4.2614
29/11/2024,4.1782
02/12/2024,4.1955
03/12/2024,4.2265
04/12/2024,4.1839
05/12/2024,4.1781
06/12/2024,4.1491
09/12/2024,4.2012
10/12/2024,4.2283
11/12/2024,4.275
12/12/2024,4.3356
13/12/2024,4.3947
16/12/2024,4.4026
17/12/2024,4.3948
18/12/2024,4.52
19/12/2024,4.5662
20/12/2024,4.5302
23/12/2024,4.5885
24/12/2024,4.5907
24/12/2024,4.5907
26/12/2024,4.5847
27/12/2024,4.6314
30/12/2024,4.5327
31/12/2024,4.573
31/12/2024,4.573
02/01/2025,4.563
03/01/2025,4.6015
06/01/2025,4.6239
07/01/2025,4.685
08/01/2025,4.6932
09/01/2025,4.6893
10/01/2025,4.7633
13/01/2025,4.7902
14/01/2025,4.7945
15/01/2025,4.6551
16/01/2025,4.6125
17/01/2025,4.623
17/01/2025,4.623
21/01/2025,4.5744
22/01/2025,4.613
23/01/2025,4.6456
24/01/2025,4.6174
27/01/2025,4.5343
28/01/2025,4.5344
29/01/2025,4.5344
30/01/2025,4.5203
31/01/2025,4.5428
03/02/2025,4.553
04/02/2025,4.5126
05/02/2025,4.4241
06/02/2025,4.4362
07/02/2025,4.4947
10/02/2025,4.5008
11/02/2025,4.5373
12/02/2025,4.6269
13/02/2025,4.5327
14/02/2025,4.4782
14/02/2025,4.4782
18/02/2025,4.5523
19/02/2025,4.5346
20/02/2025,4.5072
21/02/2025,4.4313
24/02/2025,4.4003
25/02/2025,4.2983
26/02/2025,4.2562
27/02/2025,4.2657
28/02/2025,4.2025
03/03/2025,4.1589
04/03/2025,4.2423
05/03/2025,4.2804
06/03/2025,4.2803
07/03/2025,4.305
10/03/2025,4.2188
11/03/2025,4.2818
12/03/2025,4.3162
13/03/2025,4.2701
14/03/2025,4.3198
17/03/2025,4.2985
18/03/2025,4.285
19/03/2025,4.2466
20/03/2025,4.2408
21/03/2025,4.25
24/03/2025,4.3385
25/03/2025,4.3172
26/03/2025,4.3538
27/03/2025,4.3615
28/03/2025,4.2532
31/03/2025,4.211
01/04/2025,4.1613
02/04/2025,4.1269
03/04/2025,4.038
04/04/2025,3.9999
07/04/2025,4.2026
08/04/2025,4.291
09/04/2025,4.3276
10/04/2025,4.4249
11/04/2025,4.4974
14/04/2025,4.3837
15/04/2025,4.3408
16/04/2025,4.2806
17/04/2025,4.3327
17/04/2025,4.3327
21/04/2025,4.4165
22/04/2025,4.4008
23/04/2025,4.3851
24/04/2025,4.3149
25/04/2025,4.2546
28/04/2025,4.2063
29/04/2025,4.1716
30/04/2025,4.1677
01/05/2025,4.2157
02/05/2025,4.3083
05/05/2025,4.3492
06/05/2025,4.2985
07/05/2025,4.2694
08/05/2025,4.3804
09/05/2025,4.3824
12/05/2025,4.4729
13/05/2025,4.4709
14/05/2025,4.5423
15/05/2025,4.4315
16/05/2025,4.4454
19/05/2025,4.4493
20/05/2025,4.485
21/05/2025,4.5965
22/05/2025,4.5287
23/05/2025,4.509
23/05/2025,4.509
27/05/2025,4.4456
28/05/2025,4.4753
29/05/2025,4.4259
30/05/2025,4.3984
02/06/2025,4.4418
03/06/2025,4.4577
04/06/2025,4.3571
05/06/2025,4.3906
06/06/2025,4.5056
09/06/2025,4.4758
10/06/2025,4.4738
11/06/2025,4.4203
12/06/2025,4.3651
13/06/2025,4.4066
16/06/2025,4.4502
17/06/2025,4.3869
18/06/2025,4.3909
18/06/2025,4.3909
20/06/2025,4.3771
23/06/2025,4.3416
24/06/2025,4.2965
25/06/2025,4.2906
26/06/2025,4.2456
27/06/2025,4.2749
30/06/2025,4.2319
01/07/2025,4.2416
02/07/2025,4.2827
03/07/2025,4.3477
03/07/2025,4.3477
07/07/2025,4.3833
08/07/2025,4.4052
09/07/2025,4.3359
10/07/2025,4.3498
11/07/2025,4.4173
14/07/2025,4.4373
15/07/2025,4.4913
16/07/2025,4.4593
17/07/2025,4.4533
18/07/2025,4.4195
21/07/2025,4.3797
22/07/2025,4.346
23/07/2025,4.3837
24/07/2025,4.3997
25/07/2025,4.3858
28/07/2025,4.4138
29/07/2025,4.3243
30/07/2025,4.372
31/07/2025,4.382
01/08/2025,4.2159
04/08/2025,4.1943
05/08/2025,4.208
06/08/2025,4.2316
07/08/2025,4.2481
08/08/2025,4.2849
11/08/2025,4.2791
12/08/2025,4.2888
13/08/2025,4.2365
14/08/2025,4.2868
15/08/2025,4.3218
18/08/2025,4.3355
19/08/2025,4.3101
20/08/2025,4.2907
21/08/2025,4.3277
22/08/2025,4.2557
25/08/2025,4.277
26/08/2025,4.2654
27/08/2025,4.2382
28/08/2025,4.2053
29/08/2025,4.2323
29/08/2025,4.2323
02/09/2025,4.2653
03/09/2025,4.2187
04/09/2025,4.1607
05/09/2025,4.0761
08/09/2025,4.0398
09/09/2025,4.0856
10/09/2025,4.0454
11/09/2025,4.0263
12/09/2025,4.0681
15/09/2025,4.0375
16/09/2025,4.0298
17/09/2025,4.0872
18/09/2025,4.1102
19/09/2025,4.1332
22/09/2025,4.1467
23/09/2025,4.1061
24/09/2025,4.1485
25/09/2025,4.1756
26/09/2025,4.1736
29/09/2025,4.1406
30/09/2025,4.1542
01/10/2025,4.1
02/10/2025,4.0846
03/10/2025,4.1211
06/10/2025,4.1579
07/10/2025,4.1249
08/10/2025,4.1229
09/10/2025,4.1423
10/10/2025,4.0591
10/10/2025,4.0591
14/10/2025,4.0321
15/10/2025,4.0282
16/10/2025,3.9745
17/10/2025,4.0107
20/10/2025,3.9819
21/10/2025,3.9627
22/10/2025,3.9531
23/10/2025,4.0047
24/10/2025,4.0026
27/10/2025,3.9872
28/10/2025,3.9776
29/10/2025,4.0757
30/10/2025,4.097
31/10/2025,4.0833
03/11/2025,4.1085
04/11/2025,4.0832
05/11/2025,4.161
06/11/2025,4.0851
07/11/2025,4.0927
10/11/2025,4.1219
10/11/2025,4.1219
12/11/2025,4.0654
13/11/2025,4.1153
14/11/2025,4.1502
17/11/2025,4.1386
18/11/2025,4.1173
19/11/2025,4.1386
20/11/2025,4.0864
21/11/2025,4.0671
24/11/2025,4.0306
25/11/2025,3.9999
26/11/2025,3.9922
26/11/2025,3.9922
28/11/2025,4.0171
01/12/2025,4.0904
02/12/2025,4.0904
03/12/2025,4.0633
04/12/2025,4.1001
05/12/2025,4.139
08/12/2025,4.1702
09/12/2025,4.1878
10/12/2025,4.1546
11/12/2025,4.1527
12/12/2025,4.186
15/12/2025,4.1763
16/12/2025,4.147
17/12/2025,4.1529
18/12/2025,4.1236
19/12/2025,4.149
22/12/2025,4.1647
23/12/2025,4.1667
24/12/2025,4.1355
24/12/2025,4.1355
26/12/2025,4.1297
29/12/2025,4.1121
30/12/2025,4.1258
31/12/2025,4.1631
31/12/2025,4.1631
02/01/2026,4.1946
05/01/2026,4.1553
06/01/2026,4.1691
07/01/2026,4.1495
08/01/2026,4.1672
09/01/2026,4.1673
12/01/2026,4.1851
13/01/2026,4.1752
14/01/2026,4.1379
15/01/2026,4.1733
16/01/2026,4.2269
16/01/2026,4.2269
20/01/2026,4.2945
21/01/2026,4.2468
22/01/2026,4.2508
23/01/2026,4.2311
26/01/2026,4.2133
27/01/2026,4.2432
28/01/2026,4.2472
29/01/2026,4.2333
30/01/2026,4.2414
02/02/2026,4.2814
03/02/2026,4.2675
04/02/2026,4.2775
05/02/2026,4.188
06/02/2026,4.206
09/02/2026,4.2001
10/02/2026,4.1407
11/02/2026,4.1724
12/02/2026,4.1
13/02/2026,4.0483
13/02/2026,4.0483
17/02/2026,4.0617
18/02/2026,4.0846
19/02/2026,4.0693
20/02/2026,4.0864
23/02/2026,4.0309
24/02/2026,4.0366
25/02/2026,4.0576
26/02/2026,4.0098
27/02/2026,3.9488
02/03/2026,4.0383
03/03/2026,4.0651
04/03/2026,4.0978
05/03/2026,4.1383
06/03/2026,4.1383
09/03/2026,4.1015
10/03/2026,4.1557
11/03/2026,4.2277
12/03/2026,4.2609
13/03/2026,4.2826
16/03/2026,4.2219
17/03/2026,4.2004
18/03/2026,4.265
19/03/2026,4.2513
20/03/2026,4.3856
23/03/2026,4.3499
24/03/2026,4.3678
25/03/2026,4.3322
26/03/2026,4.4116
27/03/2026,4.4278
30/03/2026,4.3502
31/03/2026,4.3186
