Updated at 19:42:44,Price Close,,,,,,,,,,,,
,SPY,IWM,VEA,VWO,IEF.O,LQD,HYG,TIP,VNQ,PSP,WOOD.O,IGF.O,
2/13/2017,232.77,138.3,38.4,39.06,105.07,117.48,87.66,114.02,83.84,59.05,56.1353,40.49,
2/14/2017,233.7,138.76,38.38,39.12,104.69,117.2,87.72,113.75,83.4,59.25,56.35,40.34,
2/15/2017,234.92,139.59,38.52,39.41,104.49,117.11,87.75,113.9,83.12,59.55,56.85,40.34,
2/16/2017,234.72,139.2,38.6,39.3,104.91,117.44,87.68,113.9,83.61,59.375,56.63,40.44,
2/17/2017,235.09,139.11,38.47,39.17,105.19,117.74,87.77,114.16,83.77,59.05,56.6,40.325,
2/21/2017,236.49,140.2,38.64,39.49,105.14,117.79,88.06,114.15,84.84,59.15,57.41,40.55,
2/22/2017,236.28,139.58,38.61,39.59,105.31,117.88,88.1,114.36,84.56,59,57.13,40.52,
2/23/2017,236.44,138.75,38.68,39.61,105.59,118.18,88.18,114.63,85,58.9,56.97,40.64,
2/24/2017,236.74,138.65,38.35,39.19,106.08,118.78,88.25,114.96,85.4,58.4,56.45,40.66,
2/27/2017,237.11,140,38.37,39.03,105.7,118.5,88.36,114.65,85.85,58.3,56.74,40.78,
2/28/2017,236.47,137.84,38.28,38.69,105.65,118.58,88.29,114.65,85.26,58.05,56.4,40.81,
3/1/2017,239.78,140.36,38.65,39.31,104.77,117.56,88.23,113.96,85,58.65,57.39,40.82,
3/2/2017,238.27,138.75,38.41,38.61,104.47,117.38,87.95,113.6,84.54,58.3,57.15,40.75,
3/3/2017,238.42,138.65,38.6,38.94,104.57,117.5,87.99,113.86,84.21,58.55,57.49,40.94,
3/6/2017,237.71,137.7,38.47,39,104.55,117.29,87.71,113.74,83.83,58.45,56.86,40.86,
3/7/2017,237,136.8,38.37,39.05,104.4,116.71,87.14,113.54,83.43,58.55,56.53,40.86,
3/8/2017,236.56,135.9,38.17,38.66,104.05,116.35,86.56,113.05,81.89,58.35,56.21,40.46,
3/9/2017,236.86,135.36,38.33,38.33,103.76,115.72,86.33,112.75,80.66,58.35,56.0401,40.55,
3/10/2017,237.69,135.96,38.63,38.65,103.98,116.01,86.3,112.96,80.41,58.8,56.471,40.78,
3/13/2017,237.81,136.28,38.81,39.14,103.72,115.62,86.37,112.7,80.61,59.2,56.98,40.82,
3/14/2017,236.9,135.63,38.52,38.92,103.83,115.72,86.11,112.62,80.59,58.7,56.7391,40.5,
3/15/2017,238.95,137.73,39.12,39.83,104.74,116.72,87.3,113.64,82.22,59.35,57.46,41.23,
3/16/2017,238.48,137.91,39.28,40.1,104.45,116.55,87.05,113.56,82.06,59.6,57.88,41.31,
3/17/2017,237.03,138.46,39.34,40.06,104.73,116.82,87.08,113.81,82.44,59.175,57.74,41.55,
3/20/2017,236.77,137.7512,39.32,40.4681,104.9877,117.1044,87.0034,113.9642,82.2991,59.35,57.96,41.42,
3/21/2017,233.73,133.97,39.09,39.96,105.33,117.38,86.29,114.06,82.01,58.7,57.07,41.61,
3/22/2017,234.28,134,39.14,40.08,105.53,117.68,86.5,114.25,81.37,58.45,57.35,41.8,
3/23/2017,234.03,134.78,39.25,40.1,105.42,117.6,86.53,114.12,81.97,58.7,57.46,41.8,
3/24/2017,233.86,134.49,39.2,40.21,105.48,117.72,86.83,114.45,81.88,58.6,57.43,42.03,
3/27/2017,233.62,134.74,39.29,40.09,105.74,117.97,86.74,114.67,81.14,58.425,56.9859,42.14,
3/28/2017,235.32,135.79,39.47,40.19,105.38,117.72,87.22,114.29,81.49,58.35,57.48,42.3,
3/29/2017,235.54,136.23,39.51,40.25,105.68,118.1,87.4,114.59,81.95,57.95,57.43,42.32,
3/30/2017,236.29,137.26,39.36,40.02,105.38,117.79,87.81,114.31,82.1,58.3,57.61,42.09,
3/31/2017,235.74,137.48,39.3,39.72,105.59,117.91,87.78,114.65,82.59,58.45,57.63,42.32,
4/3/2017,235.33,136.03,39.26,40.03,105.95,118.12,87.36,114.77,82.83,58.15,57.62,42.3,
4/4/2017,235.48,135.87,39.24,40.12,105.8,117.81,87.39,114.64,82.83,58.425,57.58,42.33,
4/5/2017,234.78,134.33,39.03,40.05,106,117.96,87.32,114.86,82.95,57.85,57.31,42.33,
4/6/2017,235.44,135.58,39.06,39.98,105.93,118.07,87.43,114.8,83.39,58.15,57.71,42.53,
4/7/2017,235.2,135.52,39.01,39.97,105.61,117.78,87.39,114.35,83.51,58.1,58.11,42.37,
4/10/2017,235.34,135.82,39.01,39.78,105.8,118,87.51,114.41,84.03,58.3,58.35,42.43,
4/11/2017,235.06,136.9,39.17,39.82,106.29,118.55,87.34,114.63,84.61,58.5,58.2,42.49,
4/12/2017,234.03,135.04,39.14,39.96,106.62,118.94,87.4,115.06,84.46,58.45,58.19,42.64,
4/13/2017,232.51,133.72,38.89,39.75,106.94,119.14,87.22,115.23,84.27,58.2,57.73,42.55,
4/17/2017,234.57,135.29,39.21,40.09,106.77,118.91,87.48,114.96,85.29,58.75,57.91,42.75,
4/18/2017,233.87,135.32,38.98,39.62,107.38,119.61,87.46,115.21,85.52,58.5,58.22,42.65,
4/19/2017,233.44,135.79,38.8,39.33,107.1,119.25,87.38,115,85.4,58.45,57.8,42.29,
4/20/2017,235.34,137.52,39.15,39.74,106.86,119.08,87.67,114.88,85.41,59.05,58.46,42.36,
4/21/2017,234.59,137.21,39.17,39.7,106.91,119.08,87.6,114.72,85.1,59,58.5,42.26,
4/24/2017,237.17,138.92,40.03,40.16,106.69,118.92,88.01,114.69,84.16,60.05,59.21,42.97,
4/25/2017,238.55,140.27,40.29,40.45,106.14,118.45,88.17,114.5,84.51,60.65,59.87,43.02,
4/26/2017,238.4,140.99,40.14,40.3,106.42,118.74,88.09,114.74,83.88,60.95,59.71,42.79,
4/27/2017,238.6,140.95,40.2,40.17,106.49,118.85,88.15,114.84,83.66,61.4,59.6,42.94,
4/28/2017,238.08,139.06,40.17,40.34,106.6,118.99,88.12,115.01,82.79,61.4,59.29,42.94,
5/1/2017,238.68,139.86,40.28,40.5,106.21,118.3,87.79,114.34,83.28,61.55,59.36,42.92,
5/2/2017,238.77,139.15,40.52,40.7,106.43,118.65,87.82,114.34,83.14,62.3,59.53,43.36,
5/3/2017,238.48,138.29,40.39,40.41,106.21,118.59,87.9,114.09,82.03,61.8,59.1,43.12,
5/4/2017,238.76,138.1,40.68,39.98,105.97,118.36,87.43,113.66,81.63,61.85,58.94,43.13,
5/5/2017,239.7,138.99,41.09,40.21,105.99,118.4,87.58,113.75,82.4,62.3,59.68,43.64,
5/8/2017,239.66,138.41,40.9,39.96,105.73,118.19,87.68,113.31,81.82,61.9,59.16,43.45,
5/9/2017,239.44,138.35,40.83,40.41,105.61,118.21,87.62,113.21,81.38,62,59.43,43.14,
5/10/2017,239.87,139.21,40.89,40.73,105.57,118.37,88,113.25,82.02,62.05,59.62,43.44,
5/11/2017,239.38,138.24,40.81,40.71,105.65,118.43,88.01,113.59,81.61,61.95,59.0899,43.22,
5/12/2017,238.98,137.51,40.99,40.93,106.19,119.03,87.98,113.77,81.28,61.925,58.8654,43.39,
5/15/2017,240.3,138.58,41.23,41.31,106.12,119.02,88.18,113.47,81.52,62.25,59.52,43.625,
5/16/2017,240.08,138.63,41.44,41.35,106.26,119.19,88.31,113.55,80.97,62.55,60.07,43.7,
5/17/2017,235.82,134.89,40.94,40.73,107.11,119.92,87.92,114.21,81.3,61.35,59.09,43.33,
5/18/2017,236.77,135.38,41.02,39.98,107.08,119.9,88.02,114.39,81.75,61.25,58.43,43.39,
5/19/2017,238.31,136.03,41.49,40.69,107.05,119.97,88.18,114.59,82.19,61.85,59.52,43.89,
5/22/2017,239.52,136.95,41.6,40.68,106.93,119.87,88.45,114.41,82.51,62.4,60,44.19,
5/23/2017,240.05,137.4,41.56,40.66,106.65,119.5,88.44,114.24,82.58,62.6,60,44.33,
5/24/2017,240.61,137.49,41.65,40.8,106.87,119.69,88.59,114.31,83.25,62.85,60.25,44.51,
5/25/2017,241.76,137.58,41.64,41.01,106.93,119.74,88.52,114.13,83.26,63.2,60.7084,44.58,
5/26/2017,241.71,137.54,41.53,41.11,107,119.83,88.57,114.4,82.66,63,60.6693,44.48,
5/30/2017,241.5,136.46,41.46,41.04,107.27,120.11,88.66,114.65,82.14,63.15,60.63,44.42,
5/31/2017,241.44,136.32,41.54,40.74,107.32,120.25,88.65,114.68,82.19,63,60.37,44.66,
6/1/2017,243.36,138.95,41.82,41.04,107.1,119.96,88.53,114.37,82.62,63.9,61.22,45.03,
6/2/2017,244.17,139.85,42.22,41.17,107.57,120.52,88.58,114.83,83.47,64.05,61.4,45.27,
6/5/2017,243.99,138.98,42.04,41.17,107.39,120.18,88.5,114.53,83.11,63.8,61.34,45.24,
6/6/2017,243.21,138.85,41.94,41.2,107.73,120.53,88.36,114.66,82.71,63.5,61.15,45.19,
6/7/2017,243.66,138.98,41.91,41.17,107.53,120.38,88.18,114.39,83.29,63.75,61.1399,45.13,
6/8/2017,243.78,140.88,41.85,41.25,107.36,120.17,88.25,114.27,83.09,63.5,60.9594,44.99,
6/9/2017,243.41,141.61,41.7,40.97,107.26,120.05,88.32,114.17,83.67,63.35,61.33,44.95,
6/12/2017,243.36,141.38,41.57,40.82,107.24,120.08,88.47,113.93,84.42,63.05,61.3599,44.74,
6/13/2017,244.55,142.1,41.93,41.01,107.28,120.21,88.63,114.12,84.61,63.55,61.9971,44.9,
6/14/2017,244.24,141.26,41.88,40.98,107.84,121.03,88.64,114.14,84.73,63.55,61.72,45.04,
6/15/2017,243.77,140.54,41.43,40.62,107.65,120.74,88.3,113.58,85.16,62.95,61.412,44.88,
6/16/2017,242.64,140.19,41.8,40.75,107.71,120.84,88.15,113.68,84.94,61.95,62.026,45.33,
6/19/2017,244.66,141.23,41.95,41.02,107.41,120.69,88.42,113.55,84.95,62.2,62.5,45.33,
6/20/2017,243.01,139.8,41.57,40.53,107.68,120.96,88.11,113.67,84.75,61.7,61.339,44.01,
6/21/2017,242.95,139.45,41.05,40.43,107.67,121.02,87.6,113.85,84.58,61.55,60.94,44,
6/22/2017,242.84,139.98,41.13,40.58,107.77,121.12,87.84,114.22,84.66,61.6,61.036,43.98,
6/23/2017,243.13,140.91,41.22,40.73,107.8,121.18,88.2,114.31,84.15,61.85,60.9442,44.1,
6/26/2017,243.29,141.08,41.3,41.16,107.89,121.4,88.32,114.49,84.75,61.8,61.04,44.33,
6/27/2017,241.33,139.84,41.29,40.73,107.36,120.85,88.04,113.95,83.99,61.7,60.65,44.05,
6/28/2017,243.49,141.98,41.66,40.97,107.26,120.98,88.4,114.04,84.19,62.3,61.4079,44.3,
6/29/2017,241.35,141.14,41.24,40.51,106.86,120.61,88.18,113.59,83.23,62.15,60.87,43.88,
6/30/2017,241.8,140.92,41.32,40.83,106.61,120.51,88.39,113.43,83.23,62.35,61.26,43.97,
7/3/2017,242.21,142.1,41.24,41.02,106.06,119.93,87.97,112.93,84.29,62.4,61.68,43.77,
7/5/2017,242.77,141.59,41.26,40.95,106.14,120.13,87.9,113.1,83.1,62.25,61.54,43.53,
7/6/2017,240.55,139.14,41.01,40.5,105.94,119.82,87.68,112.81,81.54,61.8,60.52,43.41,
7/7/2017,242.11,140.49,41.08,40.61,105.77,119.72,87.6,112.46,82,62.15,60.4099,43.6,
7/10/2017,242.37,139.88,41.15,40.9,105.91,119.92,87.7,112.41,81.25,62.35,60.895,43.53,
7/11/2017,242.19,140.29,41.28,41.19,106.05,119.97,87.64,112.77,81.16,62.35,61.08,43.55,
7/12/2017,244.01,141.37,41.65,41.97,106.36,120.5,88.21,113.1,82.16,62.7,61.8808,43.93,
7/13/2017,244.42,141.49,41.77,42.09,106.25,120.29,88.28,113.06,82.29,63,61.94,44.04,
7/14/2017,245.56,141.73,42.07,42.52,106.4,120.57,88.53,113.05,83.08,63.5,62.615,44.51,
7/17/2017,245.53,142.06,42,42.3,106.53,120.68,88.56,113.28,83.75,63.55,62.74,44.47,
7/18/2017,245.66,141.69,42.09,42.37,106.92,121.2,88.6,113.6,83.57,63.35,62.704,44.73,
7/19/2017,246.99,143.1,42.29,42.78,106.92,121.16,88.75,113.69,84.2,63.6,63.42,45,
7/20/2017,247.1,143.2,42.43,42.69,106.95,121.27,88.8,113.41,83.81,63.6,63.3,45.19,
7/21/2017,246.88,142.55,42.32,42.6,107.14,121.55,88.73,113.58,83.75,63.8,63.19,45.22,
7/24/2017,246.82,142.75,42.24,42.76,107.07,121.41,88.8,113.58,83.59,63.65,62.94,45.035,
7/25/2017,247.42,144.05,42.27,42.69,106.47,120.69,88.84,113.14,83.7,63.8,62.45,44.96,
7/26/2017,247.43,143.25,42.54,43,106.81,121.09,88.97,113.47,84.28,64,62.42,45.24,
7/27/2017,247.2,142.34,42.38,42.78,106.64,120.79,88.9,113.39,84.38,63.8,62.88,45.05,
7/28/2017,246.91,141.96,42.42,42.94,106.82,121.11,88.91,113.66,84.15,64,62.49,45,
7/31/2017,246.77,141.51,42.51,43.01,106.85,121.11,88.91,113.66,84.26,64.25,62.3,45.27,
8/1/2017,247.32,141.78,42.75,43.19,106.95,121.23,88.63,113.54,84.64,64.45,62.89,45.48,
8/2/2017,247.44,140.23,42.73,43.29,106.85,121.04,88.65,113.48,83.87,64.75,62.5,45.59,
8/3/2017,246.96,139.53,42.67,43.13,107.22,121.21,88.48,113.79,83.7,64.65,62.48,45.67,
8/4/2017,247.41,140.21,42.73,43.24,106.93,120.74,88.5,113.63,83.98,64.7,62.57,45.65,
8/7/2017,247.87,140.44,42.76,43.58,106.99,120.77,88.46,113.76,83.89,64.65,62.63,45.67,
8/8/2017,247.26,140,42.54,43.52,106.9,120.19,88.08,113.84,83.49,64.3,62.1856,45.41,
8/9/2017,247.25,138.79,42.43,43.28,107.03,120.31,87.74,114.05,83.21,64.15,61.73,45.3,
8/10/2017,243.76,136.27,41.82,42.28,107.43,120.27,87.18,114.34,82.61,62.9,61.05,44.89,
8/11/2017,244.12,136.47,41.81,42.41,107.55,120.49,87.33,114.27,82.1,62.6,61.5271,44.9,
8/14/2017,246.54,138.54,42.1,42.78,107.29,120.41,87.79,113.82,83.47,63.15,61.68,45.12,
8/15/2017,246.51,137.4,42.06,42.75,106.97,120.27,87.82,113.48,83.22,63.05,61.5567,45.08,
8/16/2017,246.94,137.44,42.32,43.27,107.17,120.61,87.83,113.68,83.55,63.2,62.3493,45.4,
8/17/2017,243.09,134.93,41.84,42.72,107.55,120.73,87.34,113.96,83.03,62.375,61.65,45.01,
8/18/2017,242.71,134.92,41.96,43.03,107.57,120.65,87.47,113.98,82.19,62.25,61.64,45.29,
8/21/2017,242.9,134.83,41.97,43.14,107.64,120.82,87.56,114.02,83.07,62.35,61.4,45.34,
8/22/2017,245.44,136.29,42.18,43.52,107.43,120.7,87.92,113.88,82.83,62.6,61.77,45.59,
8/23/2017,244.56,136.07,42.2,43.73,107.8,121.16,87.93,114.19,83.68,62.4,62.17,45.7,
8/24/2017,243.99,136.49,42.15,43.83,107.63,120.93,88.06,113.9,83.42,62.3,62.45,45.73,
8/25/2017,244.56,136.88,42.4,44.2,107.81,121.21,88.22,114.09,83.82,62.65,63.19,45.94,
8/28/2017,244.57,137.46,42.4,44.19,107.91,121.21,88.23,114.18,83.18,62.7,62.6834,45.85,
8/29/2017,244.85,137.49,42.22,44.1,108.16,121.3,88.12,114.36,83.09,62.275,62.4993,45.73,
8/30/2017,246.01,138.37,42.16,44.15,108.07,121.4,88.36,114.33,83.56,62.425,62.81,45.55,
8/31/2017,247.49,139.73,42.52,44.3,108.24,121.61,88.6,114.62,84.04,62.8,63.63,46.03,
9/1/2017,247.84,140.52,42.6,44.62,107.76,120.81,88.32,114.12,84.33,63,63.965,46.14,
9/5/2017,246.06,139.17,42.29,44.28,108.51,121.56,88.12,114.86,84.1,62.15,63.747,45.91,
9/6/2017,246.9,139.46,42.6,44.6,108.25,121.13,88.06,114.72,84.32,62.2,64.27,46.01,
9/7/2017,246.87,139.11,42.95,44.82,108.72,121.6,88.07,115.2,84.86,62.25,64.58,46.325,
9/8/2017,246.58,139.22,42.94,44.53,108.64,121.24,87.79,115.22,84.93,62.35,64.73,46.34,
9/11/2017,249.21,140.68,43.26,45.05,108.02,120.87,88.07,114.78,85.71,63.15,65.6,46.69,
9/12/2017,250.05,141.54,43.35,44.97,107.76,120.74,88.18,114.59,84.7,63.575,65.96,46.35,
9/13/2017,250.17,141.96,43.15,44.67,107.54,120.62,88.21,114.38,84.48,63.3,65.57,46.03,
9/14/2017,250.09,141.83,43.27,44.76,107.56,120.92,88.33,114.56,85.18,63.75,65.56,46.13,
9/15/2017,249.19,142.41,43.29,45.06,107.69,121.02,88.41,114.5,85.34,64.15,65.7644,46.14,
9/18/2017,249.72,143.38,43.36,45.02,107.27,120.9,88.37,114.45,84.88,62.25,65.91,46.04,
9/19/2017,249.97,143.38,43.57,45.06,107.15,120.97,88.46,114.32,84.32,62.7,66.375,46.1284,
9/20/2017,250.06,143.84,43.28,44.41,106.94,120.82,88.45,114,84.09,62.9,66.77,45.9,
9/21/2017,249.39,143.69,43.21,44.45,106.8,120.82,88.34,113.74,83.93,62.85,66.96,45.63,
9/22/2017,249.44,144.3,43.31,44.18,106.99,120.98,88.43,114.03,82.49,63.1,66.98,45.57,
9/25/2017,248.93,144.5,43.12,43.36,107.31,121.43,88.48,114.35,82.97,62.75,66.33,45.57,
9/26/2017,249.08,144.61,42.96,43.35,107.22,121.41,88.59,114.26,83.11,62.35,66.13,45.37,
9/27/2017,250.05,147.44,43.02,43.11,106.67,120.94,88.63,113.91,82.36,62.5,66.453,45.02,
9/28/2017,250.35,147.83,43.16,43.13,106.65,121.12,88.63,113.83,82.92,62.9,66.9501,45.13,
9/29/2017,251.23,148.18,43.41,43.57,106.52,121.23,88.76,113.58,83.09,63.35,66.78,45.26,
10/2/2017,252.32,150,43.36,43.61,106.24,121.02,88.35,113.38,82.97,63.45,67.13,45.15,
10/3/2017,252.86,150.33,43.53,44.21,106.39,121.29,88.51,113.49,82.85,63.5695,67.7403,45.16,
10/4/2017,253.16,149.85,43.45,44.26,106.36,121.22,88.42,113.59,83.27,63.8,68.1,45.02,
10/5/2017,254.66,150.26,43.41,44.54,106.25,121.05,88.53,113.47,83.57,63.85,68,45.13,
10/6/2017,254.37,150.05,43.36,44.37,106.12,120.95,88.4,113.38,83.3,64.05,68.08,45.03,
10/9/2017,253.95,149.43,43.38,44.22,106.24,121.05,88.41,113.42,83.5,64,67.9534,45.09,
10/10/2017,254.62,149.86,43.78,44.65,106.28,121.13,88.48,113.62,83.75,64.25,68.8,45.4,
10/11/2017,255.02,149.75,43.93,44.78,106.4,121.07,88.39,113.76,84.03,64.5,68.7215,45.7,
10/12/2017,254.64,149.64,43.93,44.78,106.5,121.1,88.29,113.97,84.57,64.6,68.748,45.83,
10/13/2017,254.95,149.37,44.15,45.18,106.86,121.58,88.33,114.13,84.79,64.65,69.012,45.8,
10/16/2017,255.29,149.24,44.11,45.14,106.68,121.41,88.38,113.87,84.37,64.8,69.23,45.69,
10/17/2017,255.47,148.81,44.01,44.92,106.64,121.39,88.51,113.66,84.47,64.4,68.92,45.79,
10/18/2017,255.72,149.52,44.09,44.96,106.37,121.21,88.6,113.52,84.38,64.7,68.92,45.8,
10/19/2017,255.79,149.29,44.01,44.63,106.48,121.39,88.61,113.67,84.13,64.25,68.9,45.94,
10/20/2017,257.11,149.98,43.95,44.81,106.04,121.06,88.69,113.41,83.65,64.5,69.01,45.78,
10/23/2017,256.11,148.86,43.84,44.41,106.14,121.18,88.59,113.42,83.33,64.2,69.54,45.57,
10/24/2017,256.56,149.17,43.94,44.53,105.82,120.88,88.59,113.26,82.83,64,69.83,45.65,
10/25/2017,255.29,148.45,43.76,44.43,105.65,120.56,88.34,113.14,82.59,64.1,69.19,45.19,
10/26/2017,255.62,148.76,43.71,44.2,105.51,120.55,88.23,113.09,81.91,63.8,69.26,45.18,
10/27/2017,257.71,149.79,43.88,44.74,105.85,120.91,88.47,113.45,82.28,63.95,69.72,45.32,
10/30/2017,256.75,148.21,43.98,44.38,106.23,121.31,88.45,113.75,82.21,63.85,69.41,45.49,
10/31/2017,257.15,149.26,44.18,44.63,106.16,121.14,88.47,113.8,82.2,64.1,69.62,45.54,
11/1/2017,257.49,148.27,44.28,44.74,106.06,121.01,88.02,113.7,82.6,63.8,70.27,45.54,
11/2/2017,257.59,148.71,44.37,44.88,106.2,120.99,87.97,113.87,83.3,63.375,70.4952,45.54,
11/3/2017,258.45,148.61,44.33,44.62,106.37,121.13,87.98,113.95,83.09,63.9,70.42,45.57,
11/6/2017,258.85,148.78,44.41,45.05,106.5,121.16,87.99,114.14,83.65,63.85,70.07,45.74,
11/7/2017,258.67,147,44.26,44.77,106.54,121.06,87.74,114.3,84.33,63.5,69.79,45.78,
11/8/2017,259.11,147.2,44.45,44.93,106.41,120.9,87.35,114.23,84.75,63.599,70.46,45.88,
11/9/2017,258.17,146.68,44.15,44.76,106.37,120.58,86.92,114.21,84.84,62.8,70.37,45.86,
11/10/2017,258.09,146.57,44.04,44.59,105.83,119.89,87.11,113.71,84.93,62.65,69.95,45.67,
11/13/2017,258.33,146.61,43.87,44.5,105.78,119.91,87.05,113.7,85.36,61.7,69.43,45.495,
11/14/2017,257.73,146.21,43.83,44.2,105.93,119.94,86.68,113.84,85.18,62.05,69.54,45.58,
11/15/2017,256.44,145.63,43.62,43.84,106.31,120.45,86.68,114.16,84.32,61.6,69.21,45.3,
11/16/2017,258.62,147.77,44.04,44.62,106.04,120.31,87.53,113.92,85.02,62.2,70.26,45.35,
11/17/2017,257.86,148.45,43.87,44.87,106.18,120.46,87.47,114.12,84.65,62.2,70.32,45.18,
11/20/2017,258.3,149.53,43.95,45.06,106.01,120.46,87.49,113.95,84.4,62.4195,70.09,45.11,
11/21/2017,259.99,151.09,44.29,45.62,106.03,120.86,87.67,113.94,85.03,62.6,70.84,45.31,
11/22/2017,259.76,150.89,44.44,45.77,106.37,121.33,87.81,114.28,84.84,63,70.69,45.64,
11/24/2017,260.36,150.95,44.72,45.6,106.28,121.19,87.87,114.14,84.95,63.1725,70.82,45.96,
11/27/2017,260.23,150.49,44.44,45.13,106.35,121.12,87.6,114.12,84.55,62.75,70.11,45.84,
11/28/2017,262.87,152.86,44.66,45.4,106.37,121.29,87.87,114.11,84.23,62.9,70.2728,46.04,
11/29/2017,262.71,153.37,44.47,44.77,106.03,120.81,87.76,113.8,84.26,62.7,69.71,46.01,
11/30/2017,265.01,153.65,44.56,44.48,105.7,120.67,87.78,113.68,84.39,62.6,70,46.31,
12/1/2017,264.46,153.02,44.43,44.05,105.93,120.72,87.38,113.61,84.59,62.45,69.49,46.36,
12/4/2017,264.14,152.45,44.25,44.2,105.88,120.91,87.35,113.65,84.17,62.4,69.05,46.24,
12/5/2017,263.19,150.93,44.19,44.13,105.96,121.14,87.3,113.77,83.47,61.8,69.16,46.07,
12/6/2017,263.24,150.22,43.99,43.58,106.18,121.37,87.22,113.89,83.39,61.6,68.82,46.13,
12/7/2017,264.07,151.27,44.12,43.64,105.99,121.13,87.26,113.74,83.6,61.9,69.1,46.12,
12/8/2017,265.51,151.41,44.37,44.14,105.91,120.98,87.35,113.69,84.03,62.35,69.15,46.16,
12/11/2017,266.31,151.35,44.46,44.43,105.84,121.07,87.37,113.6,84.02,62.45,69.28,46.24,
12/12/2017,266.78,150.88,44.49,44.11,105.75,120.98,87.33,113.69,84.43,62.35,69.31,45.96,
12/13/2017,266.75,151.78,44.68,44.59,106.18,121.4,87.38,113.89,84.57,62.6,69.32,46.14,
12/14/2017,265.66,150.1,44.47,44.31,106.14,121.62,87.2,113.89,84.55,62.55,69.72,45.96,
12/15/2017,266.51,152.24,44.44,44.43,106.12,121.79,87.21,113.89,85.08,62.3,69.98,46.04,
12/18/2017,268.2,154.3,44.94,44.89,105.88,121.43,87.3,113.69,85.64,61.35,71.28,46.15,
12/19/2017,267.17,153.08,44.8,44.77,105.4,120.81,87.12,113.35,83.82,61.25,70.65,45.82,
12/20/2017,267.03,153.38,44.77,44.83,105.09,120.49,87.19,112.97,82.85,61.4,70.7,45.62,
12/21/2017,267.58,153.47,44.48,45.06,105,120.56,86.92,113.11,81.27,62.15,70.7,44.92,
12/22/2017,267.51,153.19,44.59,45.43,105.04,120.65,87,113.18,81.83,61.975,70.36,44.99,
12/26/2017,267.19,153.28,44.6,45.48,105.08,120.81,87.13,113.28,82.24,61.9,70.4501,44.99,
12/27/2017,267.32,153.13,44.71,45.47,105.53,121.48,87.17,113.75,82.51,62.25,70.7,45.07,
12/28/2017,267.87,153.73,44.85,45.69,105.4,121.4,87.13,113.79,82.95,62.2,70.8,45.29,
12/29/2017,266.86,152.46,44.86,45.91,105.57,121.56,87.26,114.08,82.98,62.25,71.13,45.22,
1/2/2018,268.77,153.9,45.25,46.7,105.22,120.75,87.34,113.8,82.67,63.1,72.18,45.48,
1/3/2018,270.47,154.06,45.53,47.15,105.33,120.97,87.76,113.91,82.43,63.35,72.47,45.48,
1/4/2018,271.61,154.47,45.94,47.44,105.28,120.93,87.91,113.94,81.01,63.8,72.39,45.79,
1/5/2018,273.42,154.79,46.16,47.86,105.15,120.89,87.97,113.92,81.05,64.2,72.81,45.92,
1/8/2018,273.92,155.03,46.14,47.87,105.1,120.88,87.9,113.8,81.47,64.3,73.18,45.87,
1/9/2018,274.54,154.82,46.18,47.86,104.6,120.44,87.63,113.43,80.42,64.35,73.15,45.65,
1/10/2018,274.12,154.84,46.06,47.65,104.57,120.52,87.44,113.39,79.52,64.25,72.82,45.1,
1/11/2018,276.12,157.5,46.36,47.96,104.64,120.81,87.73,113.27,79.25,64.675,73.3,45.28,
1/12/2018,277.92,158.16,46.8,48.47,104.57,120.83,87.58,113.38,78.61,65.55,74.34,45.41,
1/16/2018,276.97,156.14,46.75,48.23,104.62,120.94,87.53,113.57,78.76,65.4,74.12,45.55,
1/17/2018,279.61,157.62,47,48.91,104.39,120.61,87.54,113.49,79.31,65.65,74.54,45.82,
1/18/2018,279.14,156.54,46.89,48.99,104.06,120.14,87.45,113.39,78.29,65.45,75.05,45.69,
1/19/2018,280.41,158.6,47.1,49.45,103.79,119.77,87.54,113.2,78.71,65.75,75.94,45.76,
1/22/2018,282.69,159.45,47.35,49.85,103.75,119.66,87.62,113.14,79.43,66.35,76.4182,45.95,
1/23/2018,283.29,159.96,47.5,50.03,104.05,120.18,87.88,113.31,80.53,66.7,76.21,46.08,
1/24/2018,283.18,158.97,47.65,50.49,103.85,120.1,87.75,113.23,80.11,67.25,76.87,46.2,
1/25/2018,283.3,159.03,47.48,50.31,104.08,120.71,87.69,113.44,79.97,67.1,76.5,46.16,
1/26/2018,286.58,159.6,47.88,50.98,103.77,120.55,87.76,113.37,79.69,67.6,77.14,46.35,
1/29/2018,284.68,158.7,47.44,50.18,103.51,120.23,87.45,113.1,78.62,66.95,77.51,45.78,
1/30/2018,281.76,157.18,47.08,49.54,103.27,119.82,87.15,112.83,78.05,66.45,76.76,45.4,
1/31/2018,281.9,156.36,46.99,49.84,103.3,120.07,87.3,113.11,79.45,66.65,76.6,45.77,
2/1/2018,281.58,156.85,47.11,49.37,102.6,119.22,86.77,112.51,77.74,67.1,77.065,45.59,
2/2/2018,275.45,153.83,46.09,48.26,102.22,118.61,86.22,112.37,77.08,65.65,75.79,44.6,
2/5/2018,263.93,147.92,44.21,46.71,103.06,118.68,85.74,112.79,74.79,62.549,73.07,43.31,
2/6/2018,269.13,149.69,45.07,47.87,102.61,118.44,86.26,112.33,74.8,63.15,74.4,43.61,
2/7/2018,267.67,149.84,44.46,46.51,102.31,118.11,85.94,112.08,74.48,63.275,73.934,43.2,
